240119_14_08
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [45. 45. 45. ... 45. 45. 45.] ,means = 43.1510009765625 
Epoch 6 (batch = 41): Loss: -0.421 L: 5.370, 0min0sec 
Epoch 6 (batch = 42): Loss: -0.412 L: 5.366, 0min0sec 
Epoch 6 (batch = 43): Loss: -0.408 L: 5.365, 0min0sec 
Epoch 6 (batch = 44): Loss: -0.399 L: 5.362, 0min0sec 
Epoch 6 (batch = 45): Loss: -0.396 L: 5.357, 0min0sec 
Epoch 6 (batch = 46): Loss: -0.395 L: 5.362, 0min1sec 
Epoch 6 (batch = 47): Loss: -0.393 L: 5.363, 0min2sec 
Epoch 6 (batch = 48): Loss: -0.393 L: 5.371, 0min2sec 
Epoch 6 (batch = 49): Loss: -0.395 L: 5.376, 0min2sec 
Evaluating candidate model on baseline dataset (callback epoch = 6) 
Epoch 6 candidate mean 5.461699962615967, baseline mean 5.359099864959717 
Epoch 7 (batch = 0): Loss: -0.350 L: 5.305, 0min9sec 
Epoch 7 (batch = 1): Loss: 0.414 L: 5.273, 0min3sec 
Epoch 7 (batch = 2): Loss: 0.086 L: 5.305, 0min5sec 
Epoch 7 (batch = 3): Loss: 0.732 L: 5.301, 0min4sec 
Epoch 7 (batch = 4): Loss: 0.511 L: 5.308, 0min2sec 
Epoch 7 (batch = 5): Loss: 0.364 L: 5.337, 0min2sec 
Epoch 7 (batch = 6): Loss: 0.282 L: 5.383, 0min2sec 
Epoch 7 (batch = 7): Loss: 0.189 L: 5.427, 0min2sec 
Epoch 7 (batch = 8): Loss: 0.138 L: 5.395, 0min2sec 
Epoch 7 (batch = 9): Loss: 0.091 L: 5.405, 0min2sec 
Epoch 7 (batch = 10): Loss: 0.057 L: 5.362, 0min2sec 
Epoch 7 (batch = 11): Loss: 0.034 L: 5.363, 0min2sec 
Epoch 7 (batch = 12): Loss: 0.003 L: 5.353, 0min2sec 
Epoch 7 (batch = 13): Loss: -0.009 L: 5.320, 0min2sec 
Epoch 7 (batch = 14): Loss: -0.008 L: 5.308, 0min2sec 
Epoch 7 (batch = 15): Loss: -0.023 L: 5.312, 0min2sec 
Epoch 7 (batch = 16): Loss: -0.056 L: 5.331, 0min2sec 
Epoch 7 (batch = 17): Loss: -0.056 L: 5.342, 0min2sec 
Epoch 7 (batch = 18): Loss: -0.058 L: 5.330, 0min2sec 
Epoch 7 (batch = 19): Loss: -0.061 L: 5.321, 0min2sec 
Epoch 7 (batch = 20): Loss: -0.054 L: 5.314, 0min2sec 
Epoch 7 (batch = 21): Loss: -0.061 L: 5.331, 0min2sec 
Epoch 7 (batch = 22): Loss: -0.059 L: 5.320, 0min2sec 
Epoch 7 (batch = 23): Loss: -0.061 L: 5.310, 0min2sec 
Epoch 7 (batch = 24): Loss: -0.073 L: 5.321, 0min2sec 
Epoch 7 (batch = 25): Loss: -0.082 L: 5.313, 0min2sec 
Epoch 7 (batch = 26): Loss: -0.094 L: 5.304, 0min2sec 
Epoch 7 (batch = 27): Loss: -0.091 L: 5.300, 0min2sec 
Epoch 7 (batch = 28): Loss: -0.091 L: 5.308, 0min2sec 
Epoch 7 (batch = 29): Loss: -0.103 L: 5.309, 0min2sec 
Epoch 7 (batch = 30): Loss: -0.106 L: 5.318, 0min2sec 
Epoch 7 (batch = 31): Loss: -0.112 L: 5.312, 0min2sec 
Epoch 7 (batch = 32): Loss: -0.110 L: 5.311, 0min2sec 
Epoch 7 (batch = 33): Loss: -0.102 L: 5.310, 0min2sec 
Epoch 7 (batch = 34): Loss: -0.104 L: 5.307, 0min2sec 
Epoch 7 (batch = 35): Loss: -0.108 L: 5.306, 0min2sec 
Epoch 7 (batch = 36): Loss: -0.107 L: 5.308, 0min2sec 
Epoch 7 (batch = 37): Loss: -0.114 L: 5.308, 0min2sec 
Epoch 7 (batch = 38): Loss: -0.115 L: 5.312, 0min2sec 
Epoch 7 (batch = 39): Loss: -0.116 L: 5.321, 0min2sec 
Epoch 7 (batch = 40): Loss: -0.120 L: 5.328, 0min2sec 
Epoch 7 (batch = 41): Loss: -0.140 L: 5.327, 0min2sec 
Epoch 7 (batch = 42): Loss: -0.143 L: 5.330, 0min2sec 
Epoch 7 (batch = 43): Loss: -0.145 L: 5.338, 0min2sec 
Epoch 7 (batch = 44): Loss: -0.149 L: 5.331, 0min2sec 
Epoch 7 (batch = 45): Loss: -0.156 L: 5.328, 0min1sec 
Epoch 7 (batch = 46): Loss: -0.160 L: 5.332, 0min2sec 
Epoch 7 (batch = 47): Loss: -0.161 L: 5.328, 0min2sec 
Epoch 7 (batch = 48): Loss: -0.167 L: 5.325, 0min2sec 
Epoch 7 (batch = 49): Loss: -0.174 L: 5.330, 0min2sec 
Evaluating candidate model on baseline dataset (callback epoch = 7) 
Epoch 7 candidate mean 5.270199775695801, baseline mean 5.359099864959717 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 7) 
bl_vals = [5. 5. 5. ... 2. 6. 5.] ,means = 5.257199764251709 
Epoch 8 (batch = 0): Loss: -0.631 L: 5.312, 0min10sec 
Epoch 8 (batch = 1): Loss: -0.427 L: 5.523, 0min2sec 
Epoch 8 (batch = 2): Loss: -0.353 L: 5.419, 0min2sec 
Epoch 8 (batch = 3): Loss: -0.294 L: 5.377, 0min1sec 
Epoch 8 (batch = 4): Loss: -0.336 L: 5.330, 0min0sec 
Epoch 8 (batch = 5): Loss: -0.312 L: 5.299, 0min0sec 
Epoch 8 (batch = 6): Loss: -0.294 L: 5.321, 0min0sec 
Epoch 8 (batch = 7): Loss: -0.278 L: 5.303, 0min0sec 
Epoch 8 (batch = 8): Loss: -0.291 L: 5.288, 0min0sec 
Epoch 8 (batch = 9): Loss: -0.270 L: 5.317, 0min0sec 
Epoch 8 (batch = 10): Loss: -0.268 L: 5.298, 0min0sec 
Epoch 8 (batch = 11): Loss: -0.268 L: 5.320, 0min0sec 
Epoch 8 (batch = 12): Loss: -0.256 L: 5.314, 0min0sec 
Epoch 8 (batch = 13): Loss: -0.263 L: 5.315, 0min0sec 
Epoch 8 (batch = 14): Loss: -0.266 L: 5.326, 0min0sec 
Epoch 8 (batch = 15): Loss: -0.278 L: 5.329, 0min0sec 
Epoch 8 (batch = 16): Loss: -0.294 L: 5.317, 0min0sec 
Epoch 8 (batch = 17): Loss: -0.286 L: 5.315, 0min0sec 
Epoch 8 (batch = 18): Loss: -0.281 L: 5.318, 0min0sec 
Epoch 8 (batch = 19): Loss: -0.280 L: 5.321, 0min0sec 
Epoch 8 (batch = 20): Loss: -0.298 L: 5.334, 0min0sec 
Epoch 8 (batch = 21): Loss: -0.301 L: 5.344, 0min0sec 
Epoch 8 (batch = 22): Loss: -0.302 L: 5.346, 0min0sec 
Epoch 8 (batch = 23): Loss: -0.299 L: 5.341, 0min0sec 
Epoch 8 (batch = 24): Loss: -0.292 L: 5.329, 0min0sec 
Epoch 8 (batch = 25): Loss: -0.281 L: 5.324, 0min0sec 
Epoch 8 (batch = 26): Loss: -0.275 L: 5.328, 0min0sec 
Epoch 8 (batch = 27): Loss: -0.264 L: 5.324, 0min0sec 
Epoch 8 (batch = 28): Loss: -0.269 L: 5.336, 0min0sec 
Epoch 8 (batch = 29): Loss: -0.266 L: 5.341, 0min0sec 
Epoch 8 (batch = 30): Loss: -0.262 L: 5.340, 0min0sec 
Epoch 8 (batch = 31): Loss: -0.253 L: 5.336, 0min0sec 
Epoch 8 (batch = 32): Loss: -0.250 L: 5.333, 0min0sec 
Epoch 8 (batch = 33): Loss: -0.247 L: 5.332, 0min0sec 
Epoch 8 (batch = 34): Loss: -0.241 L: 5.340, 0min0sec 
Epoch 8 (batch = 35): Loss: -0.238 L: 5.331, 0min0sec 
Epoch 8 (batch = 36): Loss: -0.235 L: 5.323, 0min0sec 
Epoch 8 (batch = 37): Loss: -0.227 L: 5.327, 0min0sec 
Epoch 8 (batch = 38): Loss: -0.231 L: 5.325, 0min0sec 
Epoch 8 (batch = 39): Loss: -0.238 L: 5.323, 0min0sec 
Epoch 8 (batch = 40): Loss: -0.235 L: 5.328, 0min0sec 
Epoch 8 (batch = 41): Loss: -0.234 L: 5.327, 0min0sec 
Epoch 8 (batch = 42): Loss: -0.234 L: 5.317, 0min0sec 
Epoch 8 (batch = 43): Loss: -0.233 L: 5.318, 0min1sec 
Epoch 8 (batch = 44): Loss: -0.228 L: 5.318, 0min0sec 
Epoch 8 (batch = 45): Loss: -0.222 L: 5.313, 0min1sec 
Epoch 8 (batch = 46): Loss: -0.219 L: 5.310, 0min0sec 
Epoch 8 (batch = 47): Loss: -0.218 L: 5.307, 0min0sec 
Epoch 8 (batch = 48): Loss: -0.215 L: 5.304, 0min1sec 
Epoch 8 (batch = 49): Loss: -0.212 L: 5.301, 0min1sec 
Evaluating candidate model on baseline dataset (callback epoch = 8) 
Epoch 8 candidate mean 5.486199855804443, baseline mean 5.257199764251709 
Epoch 9 (batch = 0): Loss: 0.073 L: 5.016, 0min3sec 
Epoch 9 (batch = 1): Loss: 0.063 L: 5.160, 0min0sec 
Epoch 9 (batch = 2): Loss: 0.099 L: 5.185, 0min1sec 
Epoch 9 (batch = 3): Loss: 0.052 L: 5.168, 0min0sec 
Epoch 9 (batch = 4): Loss: 0.071 L: 5.213, 0min0sec 
Epoch 9 (batch = 5): Loss: 0.049 L: 5.167, 0min0sec 
Epoch 9 (batch = 6): Loss: 0.036 L: 5.198, 0min1sec 
Epoch 9 (batch = 7): Loss: 0.043 L: 5.190, 0min0sec 
Epoch 9 (batch = 8): Loss: 0.010 L: 5.201, 0min0sec 
Epoch 9 (batch = 9): Loss: -0.063 L: 5.222, 0min0sec 
Epoch 9 (batch = 10): Loss: -0.093 L: 5.230, 0min0sec 
Epoch 9 (batch = 11): Loss: -0.115 L: 5.239, 0min0sec 
Epoch 9 (batch = 12): Loss: -0.124 L: 5.230, 0min0sec 
Epoch 9 (batch = 13): Loss: -0.137 L: 5.233, 0min0sec 
Epoch 9 (batch = 14): Loss: -0.149 L: 5.231, 0min0sec 
Epoch 9 (batch = 15): Loss: -0.152 L: 5.234, 0min0sec 
Epoch 9 (batch = 16): Loss: -0.151 L: 5.222, 0min0sec 
Epoch 9 (batch = 17): Loss: -0.151 L: 5.208, 0min0sec 
Epoch 9 (batch = 18): Loss: -0.151 L: 5.209, 0min0sec 
Epoch 9 (batch = 19): Loss: -0.141 L: 5.223, 0min1sec 
Epoch 9 (batch = 20): Loss: -0.115 L: 5.219, 0min1sec 
Epoch 9 (batch = 21): Loss: -0.114 L: 5.234, 0min1sec 
Epoch 9 (batch = 22): Loss: -0.103 L: 5.249, 0min1sec 
Epoch 9 (batch = 23): Loss: -0.052 L: 5.256, 0min1sec 
Epoch 9 (batch = 24): Loss: -0.048 L: 5.254, 0min1sec 
Epoch 9 (batch = 25): Loss: -0.056 L: 5.247, 0min0sec 
Epoch 9 (batch = 26): Loss: -0.064 L: 5.251, 0min1sec 
Epoch 9 (batch = 27): Loss: -0.070 L: 5.263, 0min0sec 
Epoch 9 (batch = 28): Loss: -0.071 L: 5.263, 0min0sec 
Epoch 9 (batch = 29): Loss: -0.068 L: 5.268, 0min0sec 
Epoch 9 (batch = 30): Loss: -0.067 L: 5.271, 0min0sec 
Epoch 9 (batch = 31): Loss: -0.070 L: 5.278, 0min0sec 
Epoch 9 (batch = 32): Loss: -0.075 L: 5.273, 0min0sec 
Epoch 9 (batch = 33): Loss: -0.085 L: 5.280, 0min1sec 
Epoch 9 (batch = 34): Loss: -0.082 L: 5.276, 0min0sec 
Epoch 9 (batch = 35): Loss: -0.085 L: 5.278, 0min0sec 
Epoch 9 (batch = 36): Loss: -0.077 L: 5.275, 0min0sec 
Epoch 9 (batch = 37): Loss: -0.073 L: 5.273, 0min0sec 
Epoch 9 (batch = 38): Loss: -0.074 L: 5.281, 0min0sec 
Epoch 9 (batch = 39): Loss: -0.075 L: 5.280, 0min0sec 
Epoch 9 (batch = 40): Loss: -0.072 L: 5.277, 0min0sec 
Epoch 9 (batch = 41): Loss: -0.069 L: 5.276, 0min0sec 
Epoch 9 (batch = 42): Loss: -0.070 L: 5.279, 0min0sec 
Epoch 9 (batch = 43): Loss: -0.070 L: 5.277, 0min0sec 
Epoch 9 (batch = 44): Loss: -0.073 L: 5.269, 0min0sec 
Epoch 9 (batch = 45): Loss: -0.076 L: 5.269, 0min0sec 
Epoch 9 (batch = 46): Loss: -0.078 L: 5.270, 0min0sec 
Epoch 9 (batch = 47): Loss: -0.079 L: 5.267, 0min0sec 
Epoch 9 (batch = 48): Loss: -0.077 L: 5.264, 0min0sec 
Epoch 9 (batch = 49): Loss: -0.085 L: 5.269, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 9) 
Epoch 9 candidate mean 5.319499969482422, baseline mean 5.257199764251709 
Epoch 10 (batch = 0): Loss: -0.180 L: 5.008, 0min3sec 
Epoch 10 (batch = 1): Loss: -0.058 L: 5.000, 0min0sec 
Epoch 10 (batch = 2): Loss: -0.113 L: 5.055, 0min0sec 
Epoch 10 (batch = 3): Loss: -0.125 L: 5.090, 0min0sec 
Epoch 10 (batch = 4): Loss: -0.124 L: 5.136, 0min0sec 
Epoch 10 (batch = 5): Loss: -0.147 L: 5.158, 0min0sec 
Epoch 10 (batch = 6): Loss: -0.130 L: 5.208, 0min0sec 
Epoch 10 (batch = 7): Loss: -0.120 L: 5.190, 0min0sec 
Epoch 10 (batch = 8): Loss: -0.134 L: 5.174, 0min0sec 
Epoch 10 (batch = 9): Loss: -0.150 L: 5.198, 0min0sec 
Epoch 10 (batch = 10): Loss: -0.147 L: 5.193, 0min0sec 
Epoch 10 (batch = 11): Loss: -0.153 L: 5.182, 0min0sec 
Epoch 10 (batch = 12): Loss: -0.143 L: 5.202, 0min0sec 
Epoch 10 (batch = 13): Loss: -0.148 L: 5.200, 0min0sec 
Epoch 10 (batch = 14): Loss: -0.152 L: 5.197, 0min0sec 
Epoch 10 (batch = 15): Loss: -0.158 L: 5.203, 0min0sec 
Epoch 10 (batch = 16): Loss: -0.166 L: 5.193, 0min0sec 
Epoch 10 (batch = 17): Loss: -0.155 L: 5.188, 0min0sec 
Epoch 10 (batch = 18): Loss: -0.128 L: 5.180, 0min1sec 
Epoch 10 (batch = 19): Loss: -0.139 L: 5.189, 0min0sec 
Epoch 10 (batch = 20): Loss: -0.066 L: 5.190, 0min1sec 
Epoch 10 (batch = 21): Loss: -0.068 L: 5.211, 0min2sec 
Epoch 10 (batch = 22): Loss: 0.069 L: 5.217, 0min2sec 
Epoch 10 (batch = 23): Loss: 0.079 L: 5.255, 0min2sec 
Epoch 10 (batch = 24): Loss: 0.171 L: 5.256, 0min1sec 
Epoch 10 (batch = 25): Loss: 0.192 L: 5.255, 0min1sec 
Epoch 10 (batch = 26): Loss: 0.199 L: 5.263, 0min1sec 
Epoch 10 (batch = 27): Loss: 0.288 L: 5.280, 0min2sec 
Epoch 10 (batch = 28): Loss: 0.375 L: 5.281, 0min1sec 
Epoch 10 (batch = 29): Loss: 0.370 L: 5.287, 0min1sec 
Epoch 10 (batch = 30): Loss: 0.350 L: 5.283, 0min0sec 
Epoch 10 (batch = 31): Loss: 0.339 L: 5.276, 0min0sec 
Epoch 10 (batch = 32): Loss: 0.326 L: 5.274, 0min0sec 
Epoch 10 (batch = 33): Loss: 0.314 L: 5.263, 0min0sec 
Epoch 10 (batch = 34): Loss: 0.299 L: 5.256, 0min0sec 
Epoch 10 (batch = 35): Loss: 0.287 L: 5.248, 0min0sec 
Epoch 10 (batch = 36): Loss: 0.272 L: 5.242, 0min0sec 
Epoch 10 (batch = 37): Loss: 0.263 L: 5.229, 0min0sec 
Epoch 10 (batch = 38): Loss: 0.246 L: 5.232, 0min0sec 
Epoch 10 (batch = 39): Loss: 0.237 L: 5.236, 0min0sec 
Epoch 10 (batch = 40): Loss: 0.229 L: 5.236, 0min0sec 
Epoch 10 (batch = 41): Loss: 0.220 L: 5.240, 0min0sec 
Epoch 10 (batch = 42): Loss: 0.210 L: 5.240, 0min0sec 
Epoch 10 (batch = 43): Loss: 0.196 L: 5.232, 0min0sec 
Epoch 10 (batch = 44): Loss: 0.190 L: 5.232, 0min0sec 
Epoch 10 (batch = 45): Loss: 0.182 L: 5.236, 0min0sec 
Epoch 10 (batch = 46): Loss: 0.172 L: 5.237, 0min0sec 
Epoch 10 (batch = 47): Loss: 0.167 L: 5.236, 0min0sec 
Epoch 10 (batch = 48): Loss: 0.159 L: 5.231, 0min0sec 
Epoch 10 (batch = 49): Loss: 0.153 L: 5.232, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 10) 
Epoch 10 candidate mean 5.158100128173828, baseline mean 5.257199764251709 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 10) 
bl_vals = [5. 8. 7. ... 2. 3. 8.] ,means = 5.232699871063232 
Epoch 11 (batch = 0): Loss: -0.169 L: 4.875, 0min4sec 
Epoch 11 (batch = 1): Loss: -0.209 L: 5.203, 0min0sec 
Epoch 11 (batch = 2): Loss: -0.184 L: 5.245, 0min0sec 
Epoch 11 (batch = 3): Loss: -0.169 L: 5.236, 0min0sec 
Epoch 11 (batch = 4): Loss: -0.190 L: 5.233, 0min0sec 
Epoch 11 (batch = 5): Loss: -0.181 L: 5.214, 0min0sec 
Epoch 11 (batch = 6): Loss: -0.167 L: 5.241, 0min0sec 
Epoch 11 (batch = 7): Loss: -0.159 L: 5.234, 0min0sec 
Epoch 11 (batch = 8): Loss: -0.147 L: 5.231, 0min0sec 
Epoch 11 (batch = 9): Loss: -0.132 L: 5.214, 0min0sec 
Epoch 11 (batch = 10): Loss: -0.172 L: 5.222, 0min0sec 
Epoch 11 (batch = 11): Loss: -0.158 L: 5.202, 0min0sec 
Epoch 11 (batch = 12): Loss: -0.141 L: 5.202, 0min0sec 
Epoch 11 (batch = 13): Loss: -0.150 L: 5.212, 0min0sec 
Epoch 11 (batch = 14): Loss: -0.147 L: 5.192, 0min0sec 
Epoch 11 (batch = 15): Loss: -0.135 L: 5.213, 0min0sec 
Epoch 11 (batch = 16): Loss: -0.131 L: 5.206, 0min0sec 
Epoch 11 (batch = 17): Loss: -0.128 L: 5.194, 0min0sec 
Epoch 11 (batch = 18): Loss: -0.130 L: 5.198, 0min0sec 
Epoch 11 (batch = 19): Loss: -0.128 L: 5.202, 0min0sec 
Epoch 11 (batch = 20): Loss: -0.134 L: 5.204, 0min0sec 
Epoch 11 (batch = 21): Loss: -0.129 L: 5.210, 0min0sec 
Epoch 11 (batch = 22): Loss: -0.130 L: 5.211, 0min0sec 
Epoch 11 (batch = 23): Loss: -0.132 L: 5.213, 0min0sec 
Epoch 11 (batch = 24): Loss: -0.130 L: 5.202, 0min0sec 
Epoch 11 (batch = 25): Loss: -0.126 L: 5.203, 0min0sec 
Epoch 11 (batch = 26): Loss: -0.137 L: 5.205, 0min0sec 
Epoch 11 (batch = 27): Loss: -0.136 L: 5.210, 0min0sec 
Epoch 11 (batch = 28): Loss: -0.131 L: 5.219, 0min0sec 
Epoch 11 (batch = 29): Loss: -0.130 L: 5.213, 0min0sec 
Epoch 11 (batch = 30): Loss: -0.123 L: 5.201, 0min0sec 
Epoch 11 (batch = 31): Loss: -0.125 L: 5.191, 0min0sec 
Epoch 11 (batch = 32): Loss: -0.115 L: 5.186, 0min1sec 
Epoch 11 (batch = 33): Loss: -0.116 L: 5.181, 0min0sec 
Epoch 11 (batch = 34): Loss: -0.116 L: 5.183, 0min0sec 
Epoch 11 (batch = 35): Loss: -0.111 L: 5.182, 0min0sec 
Epoch 11 (batch = 36): Loss: -0.108 L: 5.181, 0min0sec 
Epoch 11 (batch = 37): Loss: -0.103 L: 5.179, 0min0sec 
Epoch 11 (batch = 38): Loss: -0.097 L: 5.184, 0min0sec 
Epoch 11 (batch = 39): Loss: -0.097 L: 5.190, 0min0sec 
Epoch 11 (batch = 40): Loss: -0.096 L: 5.184, 0min0sec 
Epoch 11 (batch = 41): Loss: -0.094 L: 5.185, 0min0sec 
Epoch 11 (batch = 42): Loss: -0.094 L: 5.182, 0min0sec 
Epoch 11 (batch = 43): Loss: -0.094 L: 5.183, 0min0sec 
Epoch 11 (batch = 44): Loss: -0.089 L: 5.181, 0min0sec 
Epoch 11 (batch = 45): Loss: -0.088 L: 5.175, 0min0sec 
Epoch 11 (batch = 46): Loss: -0.090 L: 5.173, 0min0sec 
Epoch 11 (batch = 47): Loss: -0.089 L: 5.172, 0min0sec 
Epoch 11 (batch = 48): Loss: -0.086 L: 5.169, 0min0sec 
Epoch 11 (batch = 49): Loss: -0.089 L: 5.172, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 11) 
Epoch 11 candidate mean 5.247900009155273, baseline mean 5.232699871063232 
Epoch 12 (batch = 0): Loss: -0.054 L: 5.477, 0min2sec 
Epoch 12 (batch = 1): Loss: -0.011 L: 5.273, 0min0sec 
Epoch 12 (batch = 2): Loss: 0.007 L: 5.273, 0min0sec 
Epoch 12 (batch = 3): Loss: -0.082 L: 5.182, 0min0sec 
Epoch 12 (batch = 4): Loss: -0.104 L: 5.189, 0min0sec 
Epoch 12 (batch = 5): Loss: -0.114 L: 5.169, 0min0sec 
Epoch 12 (batch = 6): Loss: -0.139 L: 5.192, 0min0sec 
Epoch 12 (batch = 7): Loss: -0.129 L: 5.182, 0min0sec 
Epoch 12 (batch = 8): Loss: -0.126 L: 5.181, 0min0sec 
Epoch 12 (batch = 9): Loss: -0.113 L: 5.208, 0min0sec 
Epoch 12 (batch = 10): Loss: -0.109 L: 5.196, 0min0sec 
Epoch 12 (batch = 11): Loss: -0.101 L: 5.200, 0min0sec 
Epoch 12 (batch = 12): Loss: -0.099 L: 5.194, 0min0sec 
Epoch 12 (batch = 13): Loss: -0.104 L: 5.199, 0min0sec 
Epoch 12 (batch = 14): Loss: -0.102 L: 5.203, 0min0sec 
Epoch 12 (batch = 15): Loss: -0.092 L: 5.189, 0min0sec 
Epoch 12 (batch = 16): Loss: -0.094 L: 5.199, 0min0sec 
Epoch 12 (batch = 17): Loss: -0.097 L: 5.199, 0min0sec 
Epoch 12 (batch = 18): Loss: -0.104 L: 5.210, 0min0sec 
Epoch 12 (batch = 19): Loss: -0.104 L: 5.207, 0min0sec 
Epoch 12 (batch = 20): Loss: -0.104 L: 5.201, 0min0sec 
Epoch 12 (batch = 21): Loss: -0.101 L: 5.189, 0min0sec 
Epoch 12 (batch = 22): Loss: -0.102 L: 5.198, 0min0sec 
Epoch 12 (batch = 23): Loss: -0.101 L: 5.195, 0min0sec 
Epoch 12 (batch = 24): Loss: -0.102 L: 5.209, 0min0sec 
Epoch 12 (batch = 25): Loss: -0.103 L: 5.198, 0min0sec 
Epoch 12 (batch = 26): Loss: -0.065 L: 5.211, 0min1sec 
Epoch 12 (batch = 27): Loss: -0.063 L: 5.211, 0min0sec 
Epoch 12 (batch = 28): Loss: -0.073 L: 5.199, 0min0sec 
Epoch 12 (batch = 29): Loss: -0.064 L: 5.201, 0min1sec 
Epoch 12 (batch = 30): Loss: -0.064 L: 5.200, 0min0sec 
Epoch 12 (batch = 31): Loss: -0.065 L: 5.203, 0min0sec 
Epoch 12 (batch = 32): Loss: -0.051 L: 5.207, 0min1sec 
Epoch 12 (batch = 33): Loss: -0.055 L: 5.204, 0min0sec 
Epoch 12 (batch = 34): Loss: -0.060 L: 5.195, 0min0sec 
Epoch 12 (batch = 35): Loss: -0.059 L: 5.189, 0min0sec 
Epoch 12 (batch = 36): Loss: -0.067 L: 5.189, 0min1sec 
Epoch 12 (batch = 37): Loss: -0.070 L: 5.189, 0min0sec 
Epoch 12 (batch = 38): Loss: -0.067 L: 5.192, 0min0sec 
Epoch 12 (batch = 39): Loss: -0.066 L: 5.186, 0min0sec 
Epoch 12 (batch = 40): Loss: -0.068 L: 5.189, 0min0sec 
Epoch 12 (batch = 41): Loss: -0.067 L: 5.190, 0min0sec 
Epoch 12 (batch = 42): Loss: -0.073 L: 5.195, 0min0sec 
Epoch 12 (batch = 43): Loss: -0.074 L: 5.197, 0min0sec 
Epoch 12 (batch = 44): Loss: -0.073 L: 5.201, 0min0sec 
Epoch 12 (batch = 45): Loss: -0.076 L: 5.202, 0min0sec 
Epoch 12 (batch = 46): Loss: -0.076 L: 5.204, 0min0sec 
Epoch 12 (batch = 47): Loss: -0.074 L: 5.196, 0min0sec 
Epoch 12 (batch = 48): Loss: -0.075 L: 5.194, 0min0sec 
Epoch 12 (batch = 49): Loss: -0.076 L: 5.191, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 12) 
Epoch 12 candidate mean 5.209700107574463, baseline mean 5.232699871063232 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 12) 
bl_vals = [4. 8. 5. ... 7. 5. 5.] ,means = 5.079599857330322 
Epoch 13 (batch = 0): Loss: -0.109 L: 4.953, 0min4sec 
Epoch 13 (batch = 1): Loss: -0.006 L: 5.031, 0min0sec 
Epoch 13 (batch = 2): Loss: -0.023 L: 5.107, 0min0sec 
Epoch 13 (batch = 3): Loss: -0.065 L: 5.084, 0min0sec 
Epoch 13 (batch = 4): Loss: -0.035 L: 5.088, 0min0sec 
Epoch 13 (batch = 5): Loss: -0.057 L: 5.102, 0min0sec 
Epoch 13 (batch = 6): Loss: -0.061 L: 5.110, 0min0sec 
Epoch 13 (batch = 7): Loss: -0.068 L: 5.117, 0min0sec 
Epoch 13 (batch = 8): Loss: -0.082 L: 5.119, 0min0sec 
Epoch 13 (batch = 9): Loss: -0.080 L: 5.151, 0min0sec 
Epoch 13 (batch = 10): Loss: -0.056 L: 5.129, 0min0sec 
Epoch 13 (batch = 11): Loss: -0.063 L: 5.120, 0min0sec 
Epoch 13 (batch = 12): Loss: -0.064 L: 5.120, 0min0sec 
Epoch 13 (batch = 13): Loss: -0.068 L: 5.119, 0min0sec 
Epoch 13 (batch = 14): Loss: -0.073 L: 5.116, 0min0sec 
Epoch 13 (batch = 15): Loss: -0.078 L: 5.115, 0min0sec 
Epoch 13 (batch = 16): Loss: -0.089 L: 5.109, 0min0sec 
Epoch 13 (batch = 17): Loss: -0.087 L: 5.133, 0min0sec 
Epoch 13 (batch = 18): Loss: -0.089 L: 5.131, 0min0sec 
Epoch 13 (batch = 19): Loss: -0.093 L: 5.127, 0min0sec 
Epoch 13 (batch = 20): Loss: -0.089 L: 5.118, 0min0sec 
Epoch 13 (batch = 21): Loss: -0.082 L: 5.103, 0min0sec 
Epoch 13 (batch = 22): Loss: -0.082 L: 5.105, 0min0sec 
Epoch 13 (batch = 23): Loss: -0.086 L: 5.103, 0min0sec 
Epoch 13 (batch = 24): Loss: -0.089 L: 5.108, 0min0sec 
Epoch 13 (batch = 25): Loss: -0.087 L: 5.111, 0min0sec 
Epoch 13 (batch = 26): Loss: -0.093 L: 5.107, 0min0sec 
Epoch 13 (batch = 27): Loss: -0.092 L: 5.112, 0min0sec 
Epoch 13 (batch = 28): Loss: -0.090 L: 5.109, 0min0sec 
Epoch 13 (batch = 29): Loss: -0.091 L: 5.111, 0min0sec 
Epoch 13 (batch = 30): Loss: -0.093 L: 5.112, 0min1sec 
Epoch 13 (batch = 31): Loss: -0.097 L: 5.116, 0min0sec 
Epoch 13 (batch = 32): Loss: -0.094 L: 5.126, 0min0sec 
Epoch 13 (batch = 33): Loss: -0.090 L: 5.127, 0min0sec 
Epoch 13 (batch = 34): Loss: -0.096 L: 5.125, 0min0sec 
Epoch 13 (batch = 35): Loss: -0.095 L: 5.117, 0min0sec 
Epoch 13 (batch = 36): Loss: -0.092 L: 5.115, 0min0sec 
Epoch 13 (batch = 37): Loss: -0.092 L: 5.130, 0min0sec 
