240119_11_05
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [45.  0. 45. ... 45. 45. 45.] ,means = 43.89690017700195 
Epoch 6 (batch = 41): Loss: -0.310 L: 5.435, 0min0sec 
Epoch 6 (batch = 42): Loss: -0.313 L: 5.431, 0min0sec 
Epoch 6 (batch = 43): Loss: -0.318 L: 5.431, 0min0sec 
Epoch 6 (batch = 44): Loss: -0.319 L: 5.423, 0min0sec 
Epoch 6 (batch = 45): Loss: -0.315 L: 5.426, 0min0sec 
Epoch 6 (batch = 46): Loss: -0.308 L: 5.424, 0min0sec 
Epoch 6 (batch = 47): Loss: -0.304 L: 5.429, 0min0sec 
Epoch 6 (batch = 48): Loss: -0.305 L: 5.433, 0min0sec 
Epoch 6 (batch = 49): Loss: -0.296 L: 5.433, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 6) 
Epoch 6 candidate mean 5.360199928283691, baseline mean 5.311200141906738 
Epoch 7 (batch = 0): Loss: -0.047 L: 5.219, 0min2sec 
Epoch 7 (batch = 1): Loss: -0.098 L: 5.293, 0min0sec 
Epoch 7 (batch = 2): Loss: -0.090 L: 5.443, 0min0sec 
Epoch 7 (batch = 3): Loss: -0.072 L: 5.383, 0min0sec 
Epoch 7 (batch = 4): Loss: -0.094 L: 5.381, 0min0sec 
Epoch 7 (batch = 5): Loss: -0.122 L: 5.359, 0min0sec 
Epoch 7 (batch = 6): Loss: -0.135 L: 5.346, 0min0sec 
Epoch 7 (batch = 7): Loss: -0.130 L: 5.356, 0min0sec 
Epoch 7 (batch = 8): Loss: -0.201 L: 5.373, 0min0sec 
Epoch 7 (batch = 9): Loss: -0.218 L: 5.388, 0min0sec 
Epoch 7 (batch = 10): Loss: -0.216 L: 5.357, 0min0sec 
Epoch 7 (batch = 11): Loss: -0.217 L: 5.390, 0min0sec 
Epoch 7 (batch = 12): Loss: -0.213 L: 5.389, 0min0sec 
Epoch 7 (batch = 13): Loss: -0.205 L: 5.360, 0min0sec 
Epoch 7 (batch = 14): Loss: -0.222 L: 5.343, 0min0sec 
Epoch 7 (batch = 15): Loss: -0.225 L: 5.348, 0min0sec 
Epoch 7 (batch = 16): Loss: -0.219 L: 5.344, 0min0sec 
Epoch 7 (batch = 17): Loss: -0.214 L: 5.332, 0min0sec 
Epoch 7 (batch = 18): Loss: -0.205 L: 5.319, 0min0sec 
Epoch 7 (batch = 19): Loss: -0.202 L: 5.317, 0min0sec 
Epoch 7 (batch = 20): Loss: -0.192 L: 5.315, 0min0sec 
Epoch 7 (batch = 21): Loss: -0.203 L: 5.316, 0min0sec 
Epoch 7 (batch = 22): Loss: -0.206 L: 5.322, 0min0sec 
Epoch 7 (batch = 23): Loss: -0.202 L: 5.324, 0min0sec 
Epoch 7 (batch = 24): Loss: -0.198 L: 5.320, 0min0sec 
Epoch 7 (batch = 25): Loss: -0.186 L: 5.311, 0min0sec 
Epoch 7 (batch = 26): Loss: -0.182 L: 5.312, 0min0sec 
Epoch 7 (batch = 27): Loss: -0.178 L: 5.311, 0min0sec 
Epoch 7 (batch = 28): Loss: -0.179 L: 5.309, 0min0sec 
Epoch 7 (batch = 29): Loss: -0.177 L: 5.313, 0min0sec 
Epoch 7 (batch = 30): Loss: -0.183 L: 5.314, 0min0sec 
Epoch 7 (batch = 31): Loss: -0.187 L: 5.319, 0min0sec 
Epoch 7 (batch = 32): Loss: -0.183 L: 5.318, 0min0sec 
Epoch 7 (batch = 33): Loss: -0.175 L: 5.318, 0min0sec 
Epoch 7 (batch = 34): Loss: -0.180 L: 5.314, 0min0sec 
Epoch 7 (batch = 35): Loss: -0.176 L: 5.305, 0min0sec 
Epoch 7 (batch = 36): Loss: -0.176 L: 5.311, 0min0sec 
Epoch 7 (batch = 37): Loss: -0.180 L: 5.311, 0min0sec 
Epoch 7 (batch = 38): Loss: -0.182 L: 5.323, 0min0sec 
Epoch 7 (batch = 39): Loss: -0.187 L: 5.332, 0min0sec 
Epoch 7 (batch = 40): Loss: -0.182 L: 5.328, 0min0sec 
Epoch 7 (batch = 41): Loss: -0.176 L: 5.337, 0min0sec 
Epoch 7 (batch = 42): Loss: -0.172 L: 5.346, 0min0sec 
Epoch 7 (batch = 43): Loss: -0.178 L: 5.345, 0min0sec 
Epoch 7 (batch = 44): Loss: -0.177 L: 5.348, 0min0sec 
Epoch 7 (batch = 45): Loss: -0.177 L: 5.348, 0min0sec 
Epoch 7 (batch = 46): Loss: -0.175 L: 5.348, 0min0sec 
Epoch 7 (batch = 47): Loss: -0.182 L: 5.351, 0min0sec 
Epoch 7 (batch = 48): Loss: -0.180 L: 5.355, 0min0sec 
Epoch 7 (batch = 49): Loss: -0.180 L: 5.353, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 7) 
Epoch 7 candidate mean 5.287099838256836, baseline mean 5.311200141906738 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 7) 
bl_vals = [6. 6. 5. ... 7. 4. 2.] ,means = 5.279600143432617 
Epoch 8 (batch = 0): Loss: -0.207 L: 5.234, 0min4sec 
Epoch 8 (batch = 1): Loss: -0.213 L: 5.195, 0min0sec 
Epoch 8 (batch = 2): Loss: -0.227 L: 5.318, 0min0sec 
Epoch 8 (batch = 3): Loss: -0.231 L: 5.291, 0min0sec 
Epoch 8 (batch = 4): Loss: -0.232 L: 5.277, 0min0sec 
Epoch 8 (batch = 5): Loss: -0.177 L: 5.249, 0min0sec 
Epoch 8 (batch = 6): Loss: -0.145 L: 5.280, 0min0sec 
Epoch 8 (batch = 7): Loss: -0.149 L: 5.304, 0min0sec 
Epoch 8 (batch = 8): Loss: -0.126 L: 5.302, 0min0sec 
Epoch 8 (batch = 9): Loss: -0.107 L: 5.305, 0min0sec 
Epoch 8 (batch = 10): Loss: -0.118 L: 5.292, 0min0sec 
Epoch 8 (batch = 11): Loss: -0.118 L: 5.309, 0min0sec 
Epoch 8 (batch = 12): Loss: -0.131 L: 5.325, 0min0sec 
Epoch 8 (batch = 13): Loss: -0.119 L: 5.338, 0min0sec 
Epoch 8 (batch = 14): Loss: -0.103 L: 5.334, 0min0sec 
Epoch 8 (batch = 15): Loss: -0.100 L: 5.319, 0min0sec 
Epoch 8 (batch = 16): Loss: -0.110 L: 5.322, 0min0sec 
Epoch 8 (batch = 17): Loss: -0.119 L: 5.333, 0min0sec 
Epoch 8 (batch = 18): Loss: -0.111 L: 5.328, 0min0sec 
Epoch 8 (batch = 19): Loss: -0.105 L: 5.322, 0min0sec 
Epoch 8 (batch = 20): Loss: -0.117 L: 5.313, 0min0sec 
Epoch 8 (batch = 21): Loss: -0.122 L: 5.322, 0min0sec 
Epoch 8 (batch = 22): Loss: -0.107 L: 5.312, 0min0sec 
Epoch 8 (batch = 23): Loss: -0.109 L: 5.311, 0min0sec 
Epoch 8 (batch = 24): Loss: -0.113 L: 5.313, 0min0sec 
Epoch 8 (batch = 25): Loss: -0.136 L: 5.303, 0min0sec 
Epoch 8 (batch = 26): Loss: -0.140 L: 5.307, 0min0sec 
Epoch 8 (batch = 27): Loss: -0.132 L: 5.309, 0min0sec 
Epoch 8 (batch = 28): Loss: -0.136 L: 5.308, 0min0sec 
Epoch 8 (batch = 29): Loss: -0.137 L: 5.308, 0min0sec 
Epoch 8 (batch = 30): Loss: -0.134 L: 5.305, 0min0sec 
Epoch 8 (batch = 31): Loss: -0.134 L: 5.295, 0min0sec 
Epoch 8 (batch = 32): Loss: -0.135 L: 5.291, 0min0sec 
Epoch 8 (batch = 33): Loss: -0.142 L: 5.300, 0min0sec 
Epoch 8 (batch = 34): Loss: -0.139 L: 5.298, 0min0sec 
Epoch 8 (batch = 35): Loss: -0.140 L: 5.299, 0min0sec 
Epoch 8 (batch = 36): Loss: -0.140 L: 5.305, 0min0sec 
Epoch 8 (batch = 37): Loss: -0.137 L: 5.297, 0min0sec 
Epoch 8 (batch = 38): Loss: -0.137 L: 5.299, 0min0sec 
Epoch 8 (batch = 39): Loss: -0.134 L: 5.298, 0min0sec 
Epoch 8 (batch = 40): Loss: -0.137 L: 5.294, 0min0sec 
Epoch 8 (batch = 41): Loss: -0.137 L: 5.289, 0min0sec 
Epoch 8 (batch = 42): Loss: -0.135 L: 5.287, 0min0sec 
Epoch 8 (batch = 43): Loss: -0.129 L: 5.288, 0min1sec 
Epoch 8 (batch = 44): Loss: -0.134 L: 5.290, 0min0sec 
Epoch 8 (batch = 45): Loss: -0.130 L: 5.294, 0min0sec 
Epoch 8 (batch = 46): Loss: -0.135 L: 5.295, 0min0sec 
Epoch 8 (batch = 47): Loss: -0.138 L: 5.296, 0min0sec 
Epoch 8 (batch = 48): Loss: -0.137 L: 5.299, 0min0sec 
Epoch 8 (batch = 49): Loss: -0.137 L: 5.300, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 8) 
Epoch 8 candidate mean 5.295400142669678, baseline mean 5.279600143432617 
Epoch 9 (batch = 0): Loss: -0.159 L: 5.273, 0min2sec 
Epoch 9 (batch = 1): Loss: -0.150 L: 5.273, 0min0sec 
Epoch 9 (batch = 2): Loss: -0.242 L: 5.372, 0min0sec 
Epoch 9 (batch = 3): Loss: -0.179 L: 5.344, 0min0sec 
Epoch 9 (batch = 4): Loss: -0.193 L: 5.356, 0min0sec 
Epoch 9 (batch = 5): Loss: -0.200 L: 5.380, 0min0sec 
Epoch 9 (batch = 6): Loss: -0.180 L: 5.396, 0min0sec 
Epoch 9 (batch = 7): Loss: -0.157 L: 5.405, 0min0sec 
Epoch 9 (batch = 8): Loss: -0.146 L: 5.386, 0min0sec 
Epoch 9 (batch = 9): Loss: -0.131 L: 5.397, 0min0sec 
Epoch 9 (batch = 10): Loss: -0.121 L: 5.358, 0min0sec 
Epoch 9 (batch = 11): Loss: -0.354 L: 5.368, 0min1sec 
Epoch 9 (batch = 12): Loss: -0.280 L: 5.350, 0min1sec 
Epoch 9 (batch = 13): Loss: -0.262 L: 5.347, 0min0sec 
Epoch 9 (batch = 14): Loss: -0.270 L: 5.335, 0min0sec 
Epoch 9 (batch = 15): Loss: -0.249 L: 5.346, 0min0sec 
Epoch 9 (batch = 16): Loss: -0.222 L: 5.331, 0min0sec 
Epoch 9 (batch = 17): Loss: -0.205 L: 5.345, 0min0sec 
Epoch 9 (batch = 18): Loss: -0.198 L: 5.331, 0min0sec 
Epoch 9 (batch = 19): Loss: -0.192 L: 5.342, 0min0sec 
Epoch 9 (batch = 20): Loss: -0.186 L: 5.342, 0min0sec 
Epoch 9 (batch = 21): Loss: -0.183 L: 5.353, 0min0sec 
Epoch 9 (batch = 22): Loss: -0.180 L: 5.363, 0min0sec 
Epoch 9 (batch = 23): Loss: -0.175 L: 5.363, 0min0sec 
Epoch 9 (batch = 24): Loss: -0.173 L: 5.369, 0min0sec 
Epoch 9 (batch = 25): Loss: -0.179 L: 5.359, 0min0sec 
Epoch 9 (batch = 26): Loss: -0.174 L: 5.336, 0min0sec 
Epoch 9 (batch = 27): Loss: -0.296 L: 5.337, 0min1sec 
Epoch 9 (batch = 28): Loss: -0.210 L: 5.332, 0min1sec 
Epoch 9 (batch = 29): Loss: -0.213 L: 5.334, 0min0sec 
Epoch 9 (batch = 30): Loss: -0.205 L: 5.337, 0min0sec 
Epoch 9 (batch = 31): Loss: -0.207 L: 5.348, 0min0sec 
Epoch 9 (batch = 32): Loss: -0.209 L: 5.354, 0min0sec 
Epoch 9 (batch = 33): Loss: -0.206 L: 5.347, 0min0sec 
Epoch 9 (batch = 34): Loss: -0.200 L: 5.343, 0min0sec 
Epoch 9 (batch = 35): Loss: -0.198 L: 5.350, 0min0sec 
Epoch 9 (batch = 36): Loss: -0.194 L: 5.351, 0min0sec 
Epoch 9 (batch = 37): Loss: -0.187 L: 5.346, 0min0sec 
Epoch 9 (batch = 38): Loss: -0.179 L: 5.344, 0min0sec 
Epoch 9 (batch = 39): Loss: -0.174 L: 5.345, 0min0sec 
Epoch 9 (batch = 40): Loss: -0.175 L: 5.348, 0min0sec 
Epoch 9 (batch = 41): Loss: -0.172 L: 5.339, 0min0sec 
Epoch 9 (batch = 42): Loss: -0.179 L: 5.345, 0min0sec 
Epoch 9 (batch = 43): Loss: -0.173 L: 5.338, 0min0sec 
Epoch 9 (batch = 44): Loss: -0.178 L: 5.332, 0min0sec 
Epoch 9 (batch = 45): Loss: -0.177 L: 5.333, 0min0sec 
Epoch 9 (batch = 46): Loss: -0.172 L: 5.337, 0min0sec 
Epoch 9 (batch = 47): Loss: -0.172 L: 5.338, 0min0sec 
Epoch 9 (batch = 48): Loss: -0.170 L: 5.334, 0min0sec 
Epoch 9 (batch = 49): Loss: -0.166 L: 5.331, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 9) 
Epoch 9 candidate mean 5.30049991607666, baseline mean 5.279600143432617 
Epoch 10 (batch = 0): Loss: 0.033 L: 5.352, 0min2sec 
Epoch 10 (batch = 1): Loss: -0.157 L: 5.348, 0min0sec 
Epoch 10 (batch = 2): Loss: -0.161 L: 5.346, 0min0sec 
Epoch 10 (batch = 3): Loss: -0.151 L: 5.285, 0min0sec 
Epoch 10 (batch = 4): Loss: -0.153 L: 5.245, 0min0sec 
Epoch 10 (batch = 5): Loss: -0.145 L: 5.266, 0min0sec 
Epoch 10 (batch = 6): Loss: -0.147 L: 5.288, 0min0sec 
Epoch 10 (batch = 7): Loss: -0.158 L: 5.282, 0min0sec 
Epoch 10 (batch = 8): Loss: -0.124 L: 5.272, 0min0sec 
Epoch 10 (batch = 9): Loss: -0.126 L: 5.293, 0min0sec 
Epoch 10 (batch = 10): Loss: -0.129 L: 5.278, 0min0sec 
Epoch 10 (batch = 11): Loss: -0.139 L: 5.268, 0min0sec 
Epoch 10 (batch = 12): Loss: -0.151 L: 5.269, 0min0sec 
Epoch 10 (batch = 13): Loss: -0.149 L: 5.278, 0min0sec 
Epoch 10 (batch = 14): Loss: -0.158 L: 5.288, 0min0sec 
Epoch 10 (batch = 15): Loss: -0.141 L: 5.301, 0min0sec 
Epoch 10 (batch = 16): Loss: -0.132 L: 5.290, 0min0sec 
Epoch 10 (batch = 17): Loss: -0.140 L: 5.295, 0min0sec 
Epoch 10 (batch = 18): Loss: -0.140 L: 5.287, 0min0sec 
Epoch 10 (batch = 19): Loss: -0.156 L: 5.296, 0min0sec 
Epoch 10 (batch = 20): Loss: -0.159 L: 5.309, 0min0sec 
Epoch 10 (batch = 21): Loss: -0.152 L: 5.291, 0min0sec 
Epoch 10 (batch = 22): Loss: -0.147 L: 5.285, 0min0sec 
Epoch 10 (batch = 23): Loss: -0.141 L: 5.288, 0min0sec 
Epoch 10 (batch = 24): Loss: -0.142 L: 5.283, 0min0sec 
Epoch 10 (batch = 25): Loss: -0.149 L: 5.303, 0min0sec 
Epoch 10 (batch = 26): Loss: -0.150 L: 5.302, 0min0sec 
Epoch 10 (batch = 27): Loss: -0.146 L: 5.305, 0min0sec 
Epoch 10 (batch = 28): Loss: -0.151 L: 5.315, 0min0sec 
Epoch 10 (batch = 29): Loss: -0.143 L: 5.313, 0min0sec 
Epoch 10 (batch = 30): Loss: -0.148 L: 5.311, 0min0sec 
Epoch 10 (batch = 31): Loss: -0.145 L: 5.307, 0min0sec 
Epoch 10 (batch = 32): Loss: -0.147 L: 5.302, 0min0sec 
Epoch 10 (batch = 33): Loss: -0.145 L: 5.300, 0min0sec 
Epoch 10 (batch = 34): Loss: -0.145 L: 5.292, 0min0sec 
Epoch 10 (batch = 35): Loss: -0.146 L: 5.286, 0min0sec 
Epoch 10 (batch = 36): Loss: -0.144 L: 5.294, 0min0sec 
Epoch 10 (batch = 37): Loss: -0.146 L: 5.295, 0min0sec 
Epoch 10 (batch = 38): Loss: -0.145 L: 5.299, 0min0sec 
Epoch 10 (batch = 39): Loss: -0.145 L: 5.295, 0min0sec 
Epoch 10 (batch = 40): Loss: -0.143 L: 5.293, 0min0sec 
Epoch 10 (batch = 41): Loss: -0.144 L: 5.299, 0min0sec 
Epoch 10 (batch = 42): Loss: -0.138 L: 5.303, 0min0sec 
Epoch 10 (batch = 43): Loss: -0.134 L: 5.307, 0min0sec 
Epoch 10 (batch = 44): Loss: -0.139 L: 5.301, 0min0sec 
Epoch 10 (batch = 45): Loss: -0.140 L: 5.298, 0min0sec 
Epoch 10 (batch = 46): Loss: -0.138 L: 5.299, 0min0sec 
Epoch 10 (batch = 47): Loss: -0.135 L: 5.300, 0min0sec 
Epoch 10 (batch = 48): Loss: -0.130 L: 5.300, 0min0sec 
Epoch 10 (batch = 49): Loss: -0.130 L: 5.295, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 10) 
Epoch 10 candidate mean 5.257599830627441, baseline mean 5.279600143432617 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 10) 
bl_vals = [3. 5. 4. ... 5. 6. 3.] ,means = 5.266300201416016 
Epoch 11 (batch = 0): Loss: -0.129 L: 4.992, 0min4sec 
Epoch 11 (batch = 1): Loss: -0.064 L: 5.129, 0min0sec 
Epoch 11 (batch = 2): Loss: -0.073 L: 5.078, 0min0sec 
Epoch 11 (batch = 3): Loss: -0.108 L: 5.186, 0min0sec 
Epoch 11 (batch = 4): Loss: -0.089 L: 5.223, 0min0sec 
Epoch 11 (batch = 5): Loss: -0.075 L: 5.198, 0min0sec 
Epoch 11 (batch = 6): Loss: -0.069 L: 5.179, 0min0sec 
Epoch 11 (batch = 7): Loss: -0.076 L: 5.207, 0min0sec 
Epoch 11 (batch = 8): Loss: -0.093 L: 5.260, 0min0sec 
Epoch 11 (batch = 9): Loss: -0.101 L: 5.281, 0min0sec 
Epoch 11 (batch = 10): Loss: -0.089 L: 5.267, 0min0sec 
Epoch 11 (batch = 11): Loss: -0.074 L: 5.279, 0min0sec 
Epoch 11 (batch = 12): Loss: -0.087 L: 5.288, 0min0sec 
Epoch 11 (batch = 13): Loss: -0.092 L: 5.283, 0min0sec 
Epoch 11 (batch = 14): Loss: -0.092 L: 5.260, 0min0sec 
Epoch 11 (batch = 15): Loss: -0.100 L: 5.250, 0min0sec 
Epoch 11 (batch = 16): Loss: -0.107 L: 5.246, 0min0sec 
Epoch 11 (batch = 17): Loss: -0.111 L: 5.247, 0min0sec 
Epoch 11 (batch = 18): Loss: -0.114 L: 5.261, 0min0sec 
Epoch 11 (batch = 19): Loss: -0.121 L: 5.257, 0min0sec 
Epoch 11 (batch = 20): Loss: -0.127 L: 5.254, 0min0sec 
Epoch 11 (batch = 21): Loss: -0.120 L: 5.253, 0min0sec 
Epoch 11 (batch = 22): Loss: -0.116 L: 5.257, 0min0sec 
Epoch 11 (batch = 23): Loss: -0.117 L: 5.266, 0min0sec 
Epoch 11 (batch = 24): Loss: -0.122 L: 5.266, 0min0sec 
Epoch 11 (batch = 25): Loss: -0.120 L: 5.265, 0min0sec 
Epoch 11 (batch = 26): Loss: -0.122 L: 5.265, 0min0sec 
Epoch 11 (batch = 27): Loss: -0.124 L: 5.264, 0min0sec 
Epoch 11 (batch = 28): Loss: -0.127 L: 5.253, 0min0sec 
Epoch 11 (batch = 29): Loss: -0.131 L: 5.258, 0min0sec 
Epoch 11 (batch = 30): Loss: -0.134 L: 5.269, 0min0sec 
Epoch 11 (batch = 31): Loss: -0.138 L: 5.267, 0min0sec 
Epoch 11 (batch = 32): Loss: -0.135 L: 5.268, 0min0sec 
Epoch 11 (batch = 33): Loss: -0.127 L: 5.273, 0min0sec 
Epoch 11 (batch = 34): Loss: -0.130 L: 5.271, 0min0sec 
Epoch 11 (batch = 35): Loss: -0.122 L: 5.277, 0min1sec 
Epoch 11 (batch = 36): Loss: -0.121 L: 5.277, 0min0sec 
Epoch 11 (batch = 37): Loss: -0.120 L: 5.280, 0min0sec 
Epoch 11 (batch = 38): Loss: -0.118 L: 5.279, 0min0sec 
Epoch 11 (batch = 39): Loss: -0.123 L: 5.276, 0min0sec 
Epoch 11 (batch = 40): Loss: -0.125 L: 5.274, 0min0sec 
Epoch 11 (batch = 41): Loss: -0.127 L: 5.274, 0min0sec 
Epoch 11 (batch = 42): Loss: -0.130 L: 5.277, 0min0sec 
Epoch 11 (batch = 43): Loss: -0.127 L: 5.277, 0min0sec 
Epoch 11 (batch = 44): Loss: -0.122 L: 5.275, 0min0sec 
Epoch 11 (batch = 45): Loss: -0.122 L: 5.277, 0min0sec 
Epoch 11 (batch = 46): Loss: -0.116 L: 5.269, 0min0sec 
Epoch 11 (batch = 47): Loss: -0.116 L: 5.266, 0min0sec 
Epoch 11 (batch = 48): Loss: -0.115 L: 5.264, 0min0sec 
Epoch 11 (batch = 49): Loss: -0.117 L: 5.261, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 11) 
Epoch 11 candidate mean 5.242599964141846, baseline mean 5.266300201416016 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 11) 
bl_vals = [4. 5. 5. ... 5. 3. 7.] ,means = 5.210000038146973 
Epoch 12 (batch = 0): Loss: -0.168 L: 5.219, 0min4sec 
Epoch 12 (batch = 1): Loss: -0.159 L: 5.223, 0min0sec 
Epoch 12 (batch = 2): Loss: -0.117 L: 5.289, 0min0sec 
Epoch 12 (batch = 3): Loss: -0.065 L: 5.213, 0min0sec 
Epoch 12 (batch = 4): Loss: -0.069 L: 5.231, 0min0sec 
Epoch 12 (batch = 5): Loss: -0.071 L: 5.240, 0min0sec 
Epoch 12 (batch = 6): Loss: -0.079 L: 5.227, 0min0sec 
Epoch 12 (batch = 7): Loss: -0.127 L: 5.250, 0min0sec 
Epoch 12 (batch = 8): Loss: -0.103 L: 5.247, 0min0sec 
Epoch 12 (batch = 9): Loss: -0.097 L: 5.244, 0min0sec 
Epoch 12 (batch = 10): Loss: -0.107 L: 5.264, 0min0sec 
Epoch 12 (batch = 11): Loss: -0.111 L: 5.281, 0min0sec 
Epoch 12 (batch = 12): Loss: -0.116 L: 5.290, 0min0sec 
Epoch 12 (batch = 13): Loss: -0.110 L: 5.254, 0min0sec 
Epoch 12 (batch = 14): Loss: -0.098 L: 5.255, 0min0sec 
Epoch 12 (batch = 15): Loss: -0.099 L: 5.250, 0min0sec 
Epoch 12 (batch = 16): Loss: -0.092 L: 5.258, 0min0sec 
Epoch 12 (batch = 17): Loss: -0.079 L: 5.250, 0min0sec 
Epoch 12 (batch = 18): Loss: -0.086 L: 5.241, 0min0sec 
Epoch 12 (batch = 19): Loss: -0.082 L: 5.244, 0min0sec 
Epoch 12 (batch = 20): Loss: -0.083 L: 5.227, 0min0sec 
Epoch 12 (batch = 21): Loss: -0.080 L: 5.234, 0min0sec 
Epoch 12 (batch = 22): Loss: -0.082 L: 5.232, 0min0sec 
Epoch 12 (batch = 23): Loss: -0.082 L: 5.231, 0min0sec 
Epoch 12 (batch = 24): Loss: -0.076 L: 5.231, 0min0sec 
Epoch 12 (batch = 25): Loss: -0.071 L: 5.231, 0min0sec 
Epoch 12 (batch = 26): Loss: -0.070 L: 5.239, 0min0sec 
Epoch 12 (batch = 27): Loss: -0.068 L: 5.235, 0min0sec 
Epoch 12 (batch = 28): Loss: -0.070 L: 5.224, 0min0sec 
Epoch 12 (batch = 29): Loss: -0.064 L: 5.214, 0min0sec 
Epoch 12 (batch = 30): Loss: -0.067 L: 5.211, 0min0sec 
Epoch 12 (batch = 31): Loss: -0.063 L: 5.217, 0min0sec 
Epoch 12 (batch = 32): Loss: -0.065 L: 5.221, 0min0sec 
Epoch 12 (batch = 33): Loss: -0.072 L: 5.224, 0min0sec 
Epoch 12 (batch = 34): Loss: -0.069 L: 5.228, 0min0sec 
Epoch 12 (batch = 35): Loss: -0.076 L: 5.230, 0min0sec 
Epoch 12 (batch = 36): Loss: -0.071 L: 5.225, 0min0sec 
Epoch 12 (batch = 37): Loss: -0.066 L: 5.219, 0min1sec 
Epoch 12 (batch = 38): Loss: -0.067 L: 5.218, 0min0sec 
Epoch 12 (batch = 39): Loss: -0.064 L: 5.219, 0min0sec 
Epoch 12 (batch = 40): Loss: -0.061 L: 5.220, 0min0sec 
Epoch 12 (batch = 41): Loss: -0.060 L: 5.222, 0min0sec 
Epoch 12 (batch = 42): Loss: -0.059 L: 5.221, 0min0sec 
Epoch 12 (batch = 43): Loss: -0.063 L: 5.224, 0min0sec 
Epoch 12 (batch = 44): Loss: -0.064 L: 5.227, 0min0sec 
Epoch 12 (batch = 45): Loss: -0.063 L: 5.221, 0min0sec 
Epoch 12 (batch = 46): Loss: -0.060 L: 5.228, 0min0sec 
Epoch 12 (batch = 47): Loss: -0.056 L: 5.228, 0min0sec 
Epoch 12 (batch = 48): Loss: -0.058 L: 5.227, 0min0sec 
Epoch 12 (batch = 49): Loss: -0.060 L: 5.229, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 12) 
Epoch 12 candidate mean 5.198500156402588, baseline mean 5.210000038146973 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 12) 
bl_vals = [3. 3. 7. ... 3. 3. 7.] ,means = 5.183599948883057 
Epoch 13 (batch = 0): Loss: -0.158 L: 5.297, 0min4sec 
Epoch 13 (batch = 1): Loss: -0.055 L: 5.238, 0min0sec 
Epoch 13 (batch = 2): Loss: -0.116 L: 5.188, 0min0sec 
Epoch 13 (batch = 3): Loss: -0.093 L: 5.191, 0min0sec 
Epoch 13 (batch = 4): Loss: -0.096 L: 5.219, 0min0sec 
Epoch 13 (batch = 5): Loss: -0.085 L: 5.240, 0min0sec 
Epoch 13 (batch = 6): Loss: -0.082 L: 5.243, 0min0sec 
Epoch 13 (batch = 7): Loss: -0.047 L: 5.222, 0min0sec 
Epoch 13 (batch = 8): Loss: -0.020 L: 5.237, 0min0sec 
Epoch 13 (batch = 9): Loss: -0.056 L: 5.242, 0min0sec 
Epoch 13 (batch = 10): Loss: -0.045 L: 5.253, 0min0sec 
Epoch 13 (batch = 11): Loss: -0.041 L: 5.211, 0min0sec 
Epoch 13 (batch = 12): Loss: -0.037 L: 5.199, 0min0sec 
Epoch 13 (batch = 13): Loss: -0.042 L: 5.189, 0min0sec 
Epoch 13 (batch = 14): Loss: -0.042 L: 5.179, 0min0sec 
Epoch 13 (batch = 15): Loss: -0.046 L: 5.189, 0min0sec 
Epoch 13 (batch = 16): Loss: -0.047 L: 5.188, 0min0sec 
Epoch 13 (batch = 17): Loss: -0.050 L: 5.185, 0min0sec 
Epoch 13 (batch = 18): Loss: -0.047 L: 5.174, 0min0sec 
Epoch 13 (batch = 19): Loss: -0.049 L: 5.171, 0min0sec 
Epoch 13 (batch = 20): Loss: -0.052 L: 5.169, 0min0sec 
Epoch 13 (batch = 21): Loss: -0.047 L: 5.180, 0min0sec 
Epoch 13 (batch = 22): Loss: -0.048 L: 5.182, 0min0sec 
Epoch 13 (batch = 23): Loss: -0.051 L: 5.187, 0min0sec 
Epoch 13 (batch = 24): Loss: -0.058 L: 5.189, 0min0sec 
Epoch 13 (batch = 25): Loss: -0.059 L: 5.193, 0min0sec 
Epoch 13 (batch = 26): Loss: -0.054 L: 5.192, 0min0sec 
Epoch 13 (batch = 27): Loss: -0.051 L: 5.181, 0min0sec 
Epoch 13 (batch = 28): Loss: -0.053 L: 5.180, 0min0sec 
Epoch 13 (batch = 29): Loss: -0.053 L: 5.175, 0min0sec 
Epoch 13 (batch = 30): Loss: -0.071 L: 5.188, 0min1sec 
Epoch 13 (batch = 31): Loss: -0.061 L: 5.181, 0min1sec 
Epoch 13 (batch = 32): Loss: -0.064 L: 5.179, 0min0sec 
Epoch 13 (batch = 33): Loss: -0.067 L: 5.190, 0min0sec 
Epoch 13 (batch = 34): Loss: -0.070 L: 5.199, 0min0sec 
