240119_00_18
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [45. 45.  3. ... 45. 45. 45.] ,means = 38.174198150634766 
Epoch 6 (batch = 43): Loss: 0.268 L: 5.423, 0min1sec 
Epoch 6 (batch = 44): Loss: 0.274 L: 5.417, 0min1sec 
Epoch 6 (batch = 45): Loss: 0.263 L: 5.415, 0min0sec 
Epoch 6 (batch = 46): Loss: 0.249 L: 5.418, 0min0sec 
Epoch 6 (batch = 47): Loss: 0.234 L: 5.429, 0min1sec 
Epoch 6 (batch = 48): Loss: 0.319 L: 5.436, 0min1sec 
Epoch 6 (batch = 49): Loss: 0.366 L: 5.459, 0min1sec 
Evaluating candidate model on baseline dataset (callback epoch = 6) 
Epoch 6 candidate mean 6.912700176239014, baseline mean 5.360199928283691 
Epoch 7 (batch = 0): Loss: 2.684 L: 5.453, 0min3sec 
Epoch 7 (batch = 1): Loss: 0.994 L: 5.398, 0min0sec 
Epoch 7 (batch = 2): Loss: 0.507 L: 5.401, 0min0sec 
Epoch 7 (batch = 3): Loss: 0.427 L: 5.438, 0min0sec 
Epoch 7 (batch = 4): Loss: 0.279 L: 5.455, 0min0sec 
Epoch 7 (batch = 5): Loss: 0.209 L: 5.441, 0min0sec 
Epoch 7 (batch = 6): Loss: 0.106 L: 5.435, 0min0sec 
Epoch 7 (batch = 7): Loss: 0.113 L: 5.423, 0min0sec 
Epoch 7 (batch = 8): Loss: 0.078 L: 5.432, 0min0sec 
Epoch 7 (batch = 9): Loss: 0.056 L: 5.441, 0min0sec 
Epoch 7 (batch = 10): Loss: 0.042 L: 5.435, 0min0sec 
Epoch 7 (batch = 11): Loss: 0.040 L: 5.395, 0min0sec 
Epoch 7 (batch = 12): Loss: 0.044 L: 5.373, 0min0sec 
Epoch 7 (batch = 13): Loss: 0.041 L: 5.350, 0min0sec 
Epoch 7 (batch = 14): Loss: 0.019 L: 5.381, 0min0sec 
Epoch 7 (batch = 15): Loss: 0.017 L: 5.370, 0min0sec 
Epoch 7 (batch = 16): Loss: -0.007 L: 5.369, 0min0sec 
Epoch 7 (batch = 17): Loss: -0.044 L: 5.377, 0min1sec 
Epoch 7 (batch = 18): Loss: -0.048 L: 5.372, 0min0sec 
Epoch 7 (batch = 19): Loss: -0.048 L: 5.377, 0min0sec 
Epoch 7 (batch = 20): Loss: -0.058 L: 5.372, 0min0sec 
Epoch 7 (batch = 21): Loss: -0.066 L: 5.376, 0min0sec 
Epoch 7 (batch = 22): Loss: -0.074 L: 5.383, 0min0sec 
Epoch 7 (batch = 23): Loss: -0.080 L: 5.390, 0min0sec 
Epoch 7 (batch = 24): Loss: -0.092 L: 5.392, 0min0sec 
Epoch 7 (batch = 25): Loss: -0.105 L: 5.403, 0min0sec 
Epoch 7 (batch = 26): Loss: -0.106 L: 5.396, 0min0sec 
Epoch 7 (batch = 27): Loss: -0.107 L: 5.407, 0min0sec 
Epoch 7 (batch = 28): Loss: -0.103 L: 5.394, 0min0sec 
Epoch 7 (batch = 29): Loss: -0.102 L: 5.397, 0min0sec 
Epoch 7 (batch = 30): Loss: -0.093 L: 5.395, 0min0sec 
Epoch 7 (batch = 31): Loss: -0.095 L: 5.400, 0min0sec 
Epoch 7 (batch = 32): Loss: -0.090 L: 5.397, 0min0sec 
Epoch 7 (batch = 33): Loss: -0.094 L: 5.386, 0min0sec 
Epoch 7 (batch = 34): Loss: -0.089 L: 5.375, 0min0sec 
Epoch 7 (batch = 35): Loss: -0.085 L: 5.370, 0min0sec 
Epoch 7 (batch = 36): Loss: -0.082 L: 5.367, 0min0sec 
Epoch 7 (batch = 37): Loss: -0.085 L: 5.366, 0min0sec 
Epoch 7 (batch = 38): Loss: -0.078 L: 5.365, 0min0sec 
Epoch 7 (batch = 39): Loss: -0.078 L: 5.361, 0min0sec 
Epoch 7 (batch = 40): Loss: -0.076 L: 5.361, 0min0sec 
Epoch 7 (batch = 41): Loss: -0.075 L: 5.371, 0min0sec 
Epoch 7 (batch = 42): Loss: -0.071 L: 5.373, 0min0sec 
Epoch 7 (batch = 43): Loss: -0.071 L: 5.375, 0min0sec 
Epoch 7 (batch = 44): Loss: -0.049 L: 5.377, 0min1sec 
Epoch 7 (batch = 45): Loss: -0.043 L: 5.382, 0min0sec 
Epoch 7 (batch = 46): Loss: -0.038 L: 5.386, 0min0sec 
Epoch 7 (batch = 47): Loss: -0.037 L: 5.383, 0min0sec 
Epoch 7 (batch = 48): Loss: -0.037 L: 5.382, 0min0sec 
Epoch 7 (batch = 49): Loss: -0.038 L: 5.378, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 7) 
Epoch 7 candidate mean 5.399400234222412, baseline mean 5.360199928283691 
Epoch 8 (batch = 0): Loss: -0.013 L: 5.211, 0min3sec 
Epoch 8 (batch = 1): Loss: 0.005 L: 5.082, 0min0sec 
Epoch 8 (batch = 2): Loss: -0.009 L: 5.138, 0min0sec 
Epoch 8 (batch = 3): Loss: -0.096 L: 5.238, 0min0sec 
Epoch 8 (batch = 4): Loss: -0.125 L: 5.323, 0min0sec 
Epoch 8 (batch = 5): Loss: -0.150 L: 5.310, 0min0sec 
Epoch 8 (batch = 6): Loss: -0.198 L: 5.309, 0min0sec 
Epoch 8 (batch = 7): Loss: -0.204 L: 5.304, 0min0sec 
Epoch 8 (batch = 8): Loss: -0.202 L: 5.315, 0min0sec 
Epoch 8 (batch = 9): Loss: -0.216 L: 5.355, 0min0sec 
Epoch 8 (batch = 10): Loss: -0.218 L: 5.339, 0min0sec 
Epoch 8 (batch = 11): Loss: -0.210 L: 5.359, 0min0sec 
Epoch 8 (batch = 12): Loss: -0.208 L: 5.341, 0min0sec 
Epoch 8 (batch = 13): Loss: -0.185 L: 5.334, 0min0sec 
Epoch 8 (batch = 14): Loss: -0.210 L: 5.372, 0min0sec 
Epoch 8 (batch = 15): Loss: -0.194 L: 5.360, 0min0sec 
Epoch 8 (batch = 16): Loss: -0.193 L: 5.350, 0min0sec 
Epoch 8 (batch = 17): Loss: -0.192 L: 5.345, 0min0sec 
Epoch 8 (batch = 18): Loss: -0.191 L: 5.338, 0min0sec 
Epoch 8 (batch = 19): Loss: -0.199 L: 5.346, 0min0sec 
Epoch 8 (batch = 20): Loss: -0.201 L: 5.349, 0min0sec 
Epoch 8 (batch = 21): Loss: -0.196 L: 5.345, 0min0sec 
Epoch 8 (batch = 22): Loss: -0.183 L: 5.356, 0min0sec 
Epoch 8 (batch = 23): Loss: -0.201 L: 5.363, 0min1sec 
Epoch 8 (batch = 24): Loss: -0.076 L: 5.369, 0min1sec 
Epoch 8 (batch = 25): Loss: -0.079 L: 5.363, 0min0sec 
Epoch 8 (batch = 26): Loss: -0.078 L: 5.374, 0min0sec 
Epoch 8 (batch = 27): Loss: -0.079 L: 5.365, 0min0sec 
Epoch 8 (batch = 28): Loss: -0.084 L: 5.374, 0min0sec 
Epoch 8 (batch = 29): Loss: -0.080 L: 5.374, 0min0sec 
Epoch 8 (batch = 30): Loss: -0.083 L: 5.386, 0min1sec 
Epoch 8 (batch = 31): Loss: 0.002 L: 5.375, 0min1sec 
Epoch 8 (batch = 32): Loss: 0.003 L: 5.373, 0min0sec 
Epoch 8 (batch = 33): Loss: 0.001 L: 5.369, 0min0sec 
Epoch 8 (batch = 34): Loss: -0.000 L: 5.359, 0min0sec 
Epoch 8 (batch = 35): Loss: -0.004 L: 5.343, 0min0sec 
Epoch 8 (batch = 36): Loss: -0.003 L: 5.337, 0min0sec 
Epoch 8 (batch = 37): Loss: -0.012 L: 5.346, 0min1sec 
Epoch 8 (batch = 38): Loss: 0.106 L: 5.355, 0min1sec 
Epoch 8 (batch = 39): Loss: 0.133 L: 5.350, 0min1sec 
Epoch 8 (batch = 40): Loss: 0.129 L: 5.355, 0min0sec 
Epoch 8 (batch = 41): Loss: 0.123 L: 5.355, 0min0sec 
Epoch 8 (batch = 42): Loss: 0.122 L: 5.354, 0min0sec 
Epoch 8 (batch = 43): Loss: 0.113 L: 5.345, 0min0sec 
Epoch 8 (batch = 44): Loss: 0.110 L: 5.341, 0min0sec 
Epoch 8 (batch = 45): Loss: 0.107 L: 5.337, 0min0sec 
Epoch 8 (batch = 46): Loss: 0.103 L: 5.333, 0min0sec 
Epoch 8 (batch = 47): Loss: 0.100 L: 5.334, 0min0sec 
Epoch 8 (batch = 48): Loss: 0.097 L: 5.335, 0min0sec 
Epoch 8 (batch = 49): Loss: 0.092 L: 5.340, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 8) 
Epoch 8 candidate mean 5.347700119018555, baseline mean 5.360199928283691 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 8) 
bl_vals = [5. 3. 7. ... 8. 4. 8.] ,means = 5.269700050354004 
Epoch 9 (batch = 0): Loss: -0.281 L: 5.383, 0min4sec 
Epoch 9 (batch = 1): Loss: -0.240 L: 5.508, 0min0sec 
Epoch 9 (batch = 2): Loss: -0.164 L: 5.589, 0min0sec 
Epoch 9 (batch = 3): Loss: -0.112 L: 5.453, 0min0sec 
Epoch 9 (batch = 4): Loss: -0.098 L: 5.411, 0min0sec 
Epoch 9 (batch = 5): Loss: -0.102 L: 5.345, 0min0sec 
Epoch 9 (batch = 6): Loss: -0.094 L: 5.374, 0min0sec 
Epoch 9 (batch = 7): Loss: -0.066 L: 5.383, 0min0sec 
Epoch 9 (batch = 8): Loss: -0.063 L: 5.385, 0min0sec 
Epoch 9 (batch = 9): Loss: -0.073 L: 5.367, 0min0sec 
Epoch 9 (batch = 10): Loss: -0.075 L: 5.368, 0min0sec 
Epoch 9 (batch = 11): Loss: -0.073 L: 5.364, 0min0sec 
Epoch 9 (batch = 12): Loss: -0.071 L: 5.355, 0min0sec 
Epoch 9 (batch = 13): Loss: -0.087 L: 5.363, 0min0sec 
Epoch 9 (batch = 14): Loss: -0.090 L: 5.365, 0min0sec 
Epoch 9 (batch = 15): Loss: -0.097 L: 5.357, 0min0sec 
Epoch 9 (batch = 16): Loss: -0.101 L: 5.348, 0min0sec 
Epoch 9 (batch = 17): Loss: -0.097 L: 5.352, 0min0sec 
Epoch 9 (batch = 18): Loss: -0.096 L: 5.366, 0min0sec 
Epoch 9 (batch = 19): Loss: -0.101 L: 5.368, 0min0sec 
Epoch 9 (batch = 20): Loss: -0.113 L: 5.379, 0min0sec 
Epoch 9 (batch = 21): Loss: -0.117 L: 5.388, 0min0sec 
Epoch 9 (batch = 22): Loss: -0.111 L: 5.392, 0min0sec 
Epoch 9 (batch = 23): Loss: -0.099 L: 5.378, 0min0sec 
Epoch 9 (batch = 24): Loss: -0.108 L: 5.376, 0min0sec 
Epoch 9 (batch = 25): Loss: -0.101 L: 5.363, 0min0sec 
Epoch 9 (batch = 26): Loss: -0.110 L: 5.346, 0min0sec 
Epoch 9 (batch = 27): Loss: -0.111 L: 5.350, 0min0sec 
Epoch 9 (batch = 28): Loss: -0.103 L: 5.336, 0min0sec 
Epoch 9 (batch = 29): Loss: -0.099 L: 5.338, 0min0sec 
Epoch 9 (batch = 30): Loss: -0.099 L: 5.337, 0min0sec 
Epoch 9 (batch = 31): Loss: -0.096 L: 5.335, 0min0sec 
Epoch 9 (batch = 32): Loss: -0.097 L: 5.331, 0min0sec 
Epoch 9 (batch = 33): Loss: -0.099 L: 5.328, 0min0sec 
Epoch 9 (batch = 34): Loss: -0.099 L: 5.327, 0min0sec 
Epoch 9 (batch = 35): Loss: -0.100 L: 5.324, 0min0sec 
Epoch 9 (batch = 36): Loss: -0.090 L: 5.322, 0min1sec 
Epoch 9 (batch = 37): Loss: -0.089 L: 5.322, 0min0sec 
Epoch 9 (batch = 38): Loss: -0.093 L: 5.325, 0min0sec 
Epoch 9 (batch = 39): Loss: -0.100 L: 5.329, 0min0sec 
Epoch 9 (batch = 40): Loss: -0.105 L: 5.334, 0min0sec 
Epoch 9 (batch = 41): Loss: -0.109 L: 5.334, 0min0sec 
Epoch 9 (batch = 42): Loss: -0.113 L: 5.329, 0min0sec 
Epoch 9 (batch = 43): Loss: -0.114 L: 5.327, 0min0sec 
Epoch 9 (batch = 44): Loss: -0.114 L: 5.325, 0min0sec 
Epoch 9 (batch = 45): Loss: -0.112 L: 5.320, 0min0sec 
Epoch 9 (batch = 46): Loss: -0.116 L: 5.319, 0min0sec 
Epoch 9 (batch = 47): Loss: -0.115 L: 5.319, 0min0sec 
Epoch 9 (batch = 48): Loss: -0.112 L: 5.318, 0min0sec 
Epoch 9 (batch = 49): Loss: -0.110 L: 5.310, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 9) 
Epoch 9 candidate mean 5.287899971008301, baseline mean 5.269700050354004 
Epoch 10 (batch = 0): Loss: -0.060 L: 5.055, 0min3sec 
Epoch 10 (batch = 1): Loss: -0.100 L: 5.102, 0min0sec 
Epoch 10 (batch = 2): Loss: -0.165 L: 5.305, 0min1sec 
Epoch 10 (batch = 3): Loss: -0.147 L: 5.322, 0min0sec 
Epoch 10 (batch = 4): Loss: -0.128 L: 5.275, 0min0sec 
Epoch 10 (batch = 5): Loss: -0.134 L: 5.312, 0min0sec 
Epoch 10 (batch = 6): Loss: -0.126 L: 5.335, 0min0sec 
Epoch 10 (batch = 7): Loss: -0.141 L: 5.323, 0min0sec 
Epoch 10 (batch = 8): Loss: -0.136 L: 5.288, 0min0sec 
Epoch 10 (batch = 9): Loss: -0.125 L: 5.302, 0min0sec 
Epoch 10 (batch = 10): Loss: -0.122 L: 5.282, 0min0sec 
Epoch 10 (batch = 11): Loss: -0.135 L: 5.311, 0min0sec 
Epoch 10 (batch = 12): Loss: -0.142 L: 5.304, 0min0sec 
Epoch 10 (batch = 13): Loss: -0.172 L: 5.312, 0min0sec 
Epoch 10 (batch = 14): Loss: -0.161 L: 5.316, 0min0sec 
Epoch 10 (batch = 15): Loss: -0.147 L: 5.296, 0min0sec 
Epoch 10 (batch = 16): Loss: -0.144 L: 5.285, 0min0sec 
Epoch 10 (batch = 17): Loss: -0.131 L: 5.285, 0min0sec 
Epoch 10 (batch = 18): Loss: -0.133 L: 5.302, 0min0sec 
Epoch 10 (batch = 19): Loss: -0.138 L: 5.311, 0min0sec 
Epoch 10 (batch = 20): Loss: -0.121 L: 5.305, 0min0sec 
Epoch 10 (batch = 21): Loss: -0.111 L: 5.306, 0min0sec 
Epoch 10 (batch = 22): Loss: -0.107 L: 5.294, 0min0sec 
Epoch 10 (batch = 23): Loss: -0.114 L: 5.291, 0min0sec 
Epoch 10 (batch = 24): Loss: -0.071 L: 5.295, 0min1sec 
Epoch 10 (batch = 25): Loss: -0.061 L: 5.296, 0min0sec 
Epoch 10 (batch = 26): Loss: -0.058 L: 5.280, 0min0sec 
Epoch 10 (batch = 27): Loss: -0.061 L: 5.285, 0min0sec 
Epoch 10 (batch = 28): Loss: -0.052 L: 5.291, 0min1sec 
Epoch 10 (batch = 29): Loss: -0.039 L: 5.292, 0min1sec 
Epoch 10 (batch = 30): Loss: -0.026 L: 5.285, 0min1sec 
Epoch 10 (batch = 31): Loss: 0.032 L: 5.291, 0min1sec 
Epoch 10 (batch = 32): Loss: 0.044 L: 5.293, 0min1sec 
Epoch 10 (batch = 33): Loss: 0.064 L: 5.291, 0min1sec 
Epoch 10 (batch = 34): Loss: 0.103 L: 5.289, 0min1sec 
Epoch 10 (batch = 35): Loss: 0.097 L: 5.282, 0min1sec 
Epoch 10 (batch = 36): Loss: 0.129 L: 5.280, 0min1sec 
Epoch 10 (batch = 37): Loss: 0.129 L: 5.289, 0min1sec 
Epoch 10 (batch = 38): Loss: 0.169 L: 5.287, 0min1sec 
Epoch 10 (batch = 39): Loss: 0.201 L: 5.282, 0min1sec 
Epoch 10 (batch = 40): Loss: 0.193 L: 5.288, 0min0sec 
Epoch 10 (batch = 41): Loss: 0.191 L: 5.282, 0min0sec 
Epoch 10 (batch = 42): Loss: 0.206 L: 5.280, 0min1sec 
Epoch 10 (batch = 43): Loss: 0.205 L: 5.276, 0min0sec 
Epoch 10 (batch = 44): Loss: 0.204 L: 5.275, 0min0sec 
Epoch 10 (batch = 45): Loss: 0.198 L: 5.278, 0min0sec 
Epoch 10 (batch = 46): Loss: 0.201 L: 5.275, 0min1sec 
Epoch 10 (batch = 47): Loss: 0.197 L: 5.271, 0min0sec 
Epoch 10 (batch = 48): Loss: 0.194 L: 5.272, 0min0sec 
Epoch 10 (batch = 49): Loss: 0.189 L: 5.269, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 10) 
Epoch 10 candidate mean 5.296999931335449, baseline mean 5.269700050354004 
Epoch 11 (batch = 0): Loss: -0.105 L: 5.227, 0min3sec 
Epoch 11 (batch = 1): Loss: -0.062 L: 5.254, 0min0sec 
Epoch 11 (batch = 2): Loss: -0.053 L: 5.271, 0min0sec 
Epoch 11 (batch = 3): Loss: -0.037 L: 5.354, 0min0sec 
Epoch 11 (batch = 4): Loss: -0.061 L: 5.322, 0min0sec 
Epoch 11 (batch = 5): Loss: -0.073 L: 5.365, 0min0sec 
Epoch 11 (batch = 6): Loss: -0.140 L: 5.440, 0min1sec 
Epoch 11 (batch = 7): Loss: 0.240 L: 5.435, 0min1sec 
Epoch 11 (batch = 8): Loss: 0.305 L: 5.434, 0min1sec 
Epoch 11 (batch = 9): Loss: 0.295 L: 5.427, 0min0sec 
Epoch 11 (batch = 10): Loss: 0.259 L: 5.416, 0min0sec 
Epoch 11 (batch = 11): Loss: 0.226 L: 5.416, 0min0sec 
Epoch 11 (batch = 12): Loss: 0.192 L: 5.390, 0min0sec 
Epoch 11 (batch = 13): Loss: 0.170 L: 5.377, 0min0sec 
Epoch 11 (batch = 14): Loss: 0.139 L: 5.386, 0min0sec 
Epoch 11 (batch = 15): Loss: 0.135 L: 5.391, 0min1sec 
Epoch 11 (batch = 16): Loss: 0.121 L: 5.380, 0min0sec 
Epoch 11 (batch = 17): Loss: 0.111 L: 5.373, 0min0sec 
Epoch 11 (batch = 18): Loss: 0.093 L: 5.355, 0min0sec 
Epoch 11 (batch = 19): Loss: 0.083 L: 5.353, 0min0sec 
Epoch 11 (batch = 20): Loss: 0.076 L: 5.343, 0min1sec 
Epoch 11 (batch = 21): Loss: 0.079 L: 5.343, 0min0sec 
Epoch 11 (batch = 22): Loss: 0.067 L: 5.344, 0min0sec 
Epoch 11 (batch = 23): Loss: 0.051 L: 5.339, 0min0sec 
Epoch 11 (batch = 24): Loss: 0.052 L: 5.329, 0min0sec 
Epoch 11 (batch = 25): Loss: 0.051 L: 5.330, 0min0sec 
Epoch 11 (batch = 26): Loss: 0.052 L: 5.338, 0min0sec 
Epoch 11 (batch = 27): Loss: 0.057 L: 5.335, 0min0sec 
Epoch 11 (batch = 28): Loss: 0.063 L: 5.328, 0min0sec 
Epoch 11 (batch = 29): Loss: 0.054 L: 5.324, 0min0sec 
Epoch 11 (batch = 30): Loss: 0.048 L: 5.328, 0min0sec 
Epoch 11 (batch = 31): Loss: 0.046 L: 5.341, 0min0sec 
Epoch 11 (batch = 32): Loss: 0.046 L: 5.347, 0min0sec 
Epoch 11 (batch = 33): Loss: 0.039 L: 5.346, 0min0sec 
Epoch 11 (batch = 34): Loss: 0.037 L: 5.340, 0min0sec 
Epoch 11 (batch = 35): Loss: 0.036 L: 5.348, 0min0sec 
Epoch 11 (batch = 36): Loss: 0.032 L: 5.351, 0min0sec 
Epoch 11 (batch = 37): Loss: 0.030 L: 5.347, 0min0sec 
Epoch 11 (batch = 38): Loss: 0.023 L: 5.342, 0min0sec 
Epoch 11 (batch = 39): Loss: 0.022 L: 5.333, 0min0sec 
Epoch 11 (batch = 40): Loss: 0.016 L: 5.334, 0min0sec 
Epoch 11 (batch = 41): Loss: 0.010 L: 5.328, 0min0sec 
Epoch 11 (batch = 42): Loss: 0.011 L: 5.329, 0min1sec 
Epoch 11 (batch = 43): Loss: 0.051 L: 5.323, 0min1sec 
Epoch 11 (batch = 44): Loss: 0.050 L: 5.313, 0min0sec 
Epoch 11 (batch = 45): Loss: 0.047 L: 5.315, 0min0sec 
Epoch 11 (batch = 46): Loss: 0.043 L: 5.308, 0min0sec 
Epoch 11 (batch = 47): Loss: 0.040 L: 5.308, 0min0sec 
Epoch 11 (batch = 48): Loss: 0.016 L: 5.319, 0min1sec 
Epoch 11 (batch = 49): Loss: 0.082 L: 5.321, 0min1sec 
Evaluating candidate model on baseline dataset (callback epoch = 11) 
Epoch 11 candidate mean 13.285900115966797, baseline mean 5.269700050354004 
Epoch 12 (batch = 0): Loss: 5.944 L: 5.055, 0min4sec 
Epoch 12 (batch = 1): Loss: 3.046 L: 5.176, 0min1sec 
Epoch 12 (batch = 2): Loss: 2.007 L: 5.229, 0min0sec 
Epoch 12 (batch = 3): Loss: 1.495 L: 5.238, 0min0sec 
Epoch 12 (batch = 4): Loss: 1.160 L: 5.239, 0min0sec 
Epoch 12 (batch = 5): Loss: 0.939 L: 5.272, 0min0sec 
Epoch 12 (batch = 6): Loss: 0.772 L: 5.323, 0min0sec 
Epoch 12 (batch = 7): Loss: 0.620 L: 5.327, 0min1sec 
Epoch 12 (batch = 8): Loss: 1.177 L: 5.345, 0min1sec 
Epoch 12 (batch = 9): Loss: 1.049 L: 5.322, 0min0sec 
Epoch 12 (batch = 10): Loss: 0.947 L: 5.312, 0min0sec 
Epoch 12 (batch = 11): Loss: 0.865 L: 5.288, 0min0sec 
Epoch 12 (batch = 12): Loss: 0.798 L: 5.277, 0min0sec 
Epoch 12 (batch = 13): Loss: 0.746 L: 5.270, 0min0sec 
Epoch 12 (batch = 14): Loss: 0.683 L: 5.264, 0min0sec 
Epoch 12 (batch = 15): Loss: 0.624 L: 5.274, 0min0sec 
Epoch 12 (batch = 16): Loss: 0.575 L: 5.262, 0min0sec 
Epoch 12 (batch = 17): Loss: 0.542 L: 5.261, 0min0sec 
Epoch 12 (batch = 18): Loss: 0.517 L: 5.262, 0min0sec 
Epoch 12 (batch = 19): Loss: 0.481 L: 5.260, 0min0sec 
Epoch 12 (batch = 20): Loss: 0.454 L: 5.253, 0min0sec 
Epoch 12 (batch = 21): Loss: 0.426 L: 5.253, 0min0sec 
Epoch 12 (batch = 22): Loss: 0.401 L: 5.248, 0min0sec 
Epoch 12 (batch = 23): Loss: 0.381 L: 5.258, 0min0sec 
Epoch 12 (batch = 24): Loss: 0.360 L: 5.257, 0min0sec 
Epoch 12 (batch = 25): Loss: 0.341 L: 5.255, 0min0sec 
Epoch 12 (batch = 26): Loss: 0.326 L: 5.252, 0min0sec 
Epoch 12 (batch = 27): Loss: 0.315 L: 5.249, 0min0sec 
Epoch 12 (batch = 28): Loss: 0.297 L: 5.254, 0min0sec 
Epoch 12 (batch = 29): Loss: 0.275 L: 5.251, 0min1sec 
Epoch 12 (batch = 30): Loss: 0.255 L: 5.255, 0min0sec 
Epoch 12 (batch = 31): Loss: 0.241 L: 5.245, 0min0sec 
Epoch 12 (batch = 32): Loss: 0.226 L: 5.246, 0min0sec 
Epoch 12 (batch = 33): Loss: 0.215 L: 5.248, 0min0sec 
Epoch 12 (batch = 34): Loss: 0.213 L: 5.249, 0min1sec 
Epoch 12 (batch = 35): Loss: 0.205 L: 5.254, 0min1sec 
Epoch 12 (batch = 36): Loss: 0.205 L: 5.250, 0min1sec 
Epoch 12 (batch = 37): Loss: 0.198 L: 5.246, 0min0sec 
Epoch 12 (batch = 38): Loss: 0.195 L: 5.252, 0min0sec 
Epoch 12 (batch = 39): Loss: 0.188 L: 5.248, 0min0sec 
Epoch 12 (batch = 40): Loss: 0.177 L: 5.251, 0min0sec 
Epoch 12 (batch = 41): Loss: 0.174 L: 5.241, 0min0sec 
Epoch 12 (batch = 42): Loss: 0.168 L: 5.236, 0min0sec 
Epoch 12 (batch = 43): Loss: 0.162 L: 5.231, 0min0sec 
Epoch 12 (batch = 44): Loss: 0.161 L: 5.227, 0min0sec 
Epoch 12 (batch = 45): Loss: 0.159 L: 5.232, 0min0sec 
Epoch 12 (batch = 46): Loss: 0.154 L: 5.229, 0min0sec 
Epoch 12 (batch = 47): Loss: 0.149 L: 5.234, 0min0sec 
Epoch 12 (batch = 48): Loss: 0.143 L: 5.235, 0min0sec 
Epoch 12 (batch = 49): Loss: 0.137 L: 5.229, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 12) 
Epoch 12 candidate mean 5.269000053405762, baseline mean 5.269700050354004 
Epoch 13 (batch = 0): Loss: -0.035 L: 5.227, 0min3sec 
Epoch 13 (batch = 1): Loss: -0.043 L: 5.242, 0min0sec 
Epoch 13 (batch = 2): Loss: -0.025 L: 5.250, 0min0sec 
Epoch 13 (batch = 3): Loss: -0.044 L: 5.234, 0min0sec 
Epoch 13 (batch = 4): Loss: -0.036 L: 5.234, 0min0sec 
Epoch 13 (batch = 5): Loss: -0.028 L: 5.250, 0min0sec 
Epoch 13 (batch = 6): Loss: -0.036 L: 5.214, 0min0sec 
Epoch 13 (batch = 7): Loss: -0.042 L: 5.228, 0min0sec 
Epoch 13 (batch = 8): Loss: -0.037 L: 5.220, 0min0sec 
Epoch 13 (batch = 9): Loss: -0.022 L: 5.198, 0min0sec 
Epoch 13 (batch = 10): Loss: -0.028 L: 5.185, 0min0sec 
Epoch 13 (batch = 11): Loss: -0.035 L: 5.168, 0min0sec 
Epoch 13 (batch = 12): Loss: -0.043 L: 5.154, 0min0sec 
Epoch 13 (batch = 13): Loss: -0.042 L: 5.169, 0min0sec 
Epoch 13 (batch = 14): Loss: -0.044 L: 5.161, 0min0sec 
Epoch 13 (batch = 15): Loss: -0.070 L: 5.144, 0min0sec 
Epoch 13 (batch = 16): Loss: -0.067 L: 5.161, 0min0sec 
Epoch 13 (batch = 17): Loss: -0.046 L: 5.187, 0min1sec 
Epoch 13 (batch = 18): Loss: -0.042 L: 5.187, 0min0sec 
Epoch 13 (batch = 19): Loss: -0.040 L: 5.182, 0min0sec 
Epoch 13 (batch = 20): Loss: -0.028 L: 5.193, 0min1sec 
Epoch 13 (batch = 21): Loss: -0.028 L: 5.197, 0min0sec 
Epoch 13 (batch = 22): Loss: -0.018 L: 5.184, 0min0sec 
Epoch 13 (batch = 23): Loss: -0.014 L: 5.169, 0min0sec 
Epoch 13 (batch = 24): Loss: 0.026 L: 5.170, 0min1sec 
Epoch 13 (batch = 25): Loss: 0.020 L: 5.166, 0min0sec 
Epoch 13 (batch = 26): Loss: 0.035 L: 5.166, 0min0sec 
Epoch 13 (batch = 27): Loss: 0.018 L: 5.186, 0min1sec 
Epoch 13 (batch = 28): Loss: 0.086 L: 5.177, 0min1sec 
Epoch 13 (batch = 29): Loss: 0.081 L: 5.174, 0min0sec 
Epoch 13 (batch = 30): Loss: 0.072 L: 5.180, 0min0sec 
Epoch 13 (batch = 31): Loss: 0.069 L: 5.184, 0min0sec 
Epoch 13 (batch = 32): Loss: 0.061 L: 5.184, 0min0sec 
Epoch 13 (batch = 33): Loss: 0.055 L: 5.191, 0min0sec 
Epoch 13 (batch = 34): Loss: 0.050 L: 5.197, 0min0sec 
Epoch 13 (batch = 35): Loss: 0.049 L: 5.196, 0min0sec 
Epoch 13 (batch = 36): Loss: 0.041 L: 5.209, 0min0sec 
Epoch 13 (batch = 37): Loss: 0.038 L: 5.198, 0min0sec 
Epoch 13 (batch = 38): Loss: 0.036 L: 5.201, 0min0sec 
Epoch 13 (batch = 39): Loss: 0.033 L: 5.195, 0min0sec 
Epoch 13 (batch = 40): Loss: 0.029 L: 5.199, 0min1sec 
Epoch 13 (batch = 41): Loss: 0.081 L: 5.200, 0min1sec 
Epoch 13 (batch = 42): Loss: 0.081 L: 5.201, 0min0sec 
Epoch 13 (batch = 43): Loss: 0.080 L: 5.208, 0min0sec 
