240117_16_17
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [ 2.  3. 32. ... 32.  2. 32.] ,means = 21.033899307250977 
Epoch 4 (batch = 31): Loss: 24.877 L: 3.115, 0min2sec 
Epoch 4 (batch = 32): Loss: 27.352 L: 3.149, 0min2sec 
Epoch 4 (batch = 33): Loss: 35.008 L: 3.267, 0min2sec 
Epoch 4 (batch = 34): Loss: 40.547 L: 3.358, 0min2sec 
Epoch 4 (batch = 35): Loss: 47.010 L: 3.451, 0min2sec 
Epoch 4 (batch = 36): Loss: 53.449 L: 3.555, 0min2sec 
Epoch 4 (batch = 37): Loss: 61.574 L: 3.683, 0min2sec 
Epoch 4 (batch = 38): Loss: 70.579 L: 3.823, 0min2sec 
Epoch 4 (batch = 39): Loss: 76.931 L: 3.926, 0min2sec 
Epoch 4 (batch = 40): Loss: 85.344 L: 4.062, 0min2sec 
Epoch 4 (batch = 41): Loss: 92.015 L: 4.157, 0min2sec 
Epoch 4 (batch = 42): Loss: 97.162 L: 4.231, 0min2sec 
Epoch 4 (batch = 43): Loss: 102.743 L: 4.310, 0min2sec 
Epoch 4 (batch = 44): Loss: 104.825 L: 4.349, 0min2sec 
Epoch 4 (batch = 45): Loss: 108.419 L: 4.397, 0min2sec 
Epoch 4 (batch = 46): Loss: 110.964 L: 4.428, 0min2sec 
Epoch 4 (batch = 47): Loss: 113.583 L: 4.452, 0min2sec 
Epoch 4 (batch = 48): Loss: 113.387 L: 4.451, 0min2sec 
Epoch 4 (batch = 49): Loss: 115.256 L: 4.467, 0min2sec 
Epoch 4 (batch = 50): Loss: 115.171 L: 4.461, 0min2sec 
Epoch 4 (batch = 51): Loss: 113.724 L: 4.432, 0min2sec 
Epoch 4 (batch = 52): Loss: 111.654 L: 4.403, 0min0sec 
Epoch 4 (batch = 53): Loss: 109.671 L: 4.376, 0min0sec 
Epoch 4 (batch = 54): Loss: 108.400 L: 4.364, 0min2sec 
Epoch 4 (batch = 55): Loss: 107.171 L: 4.349, 0min2sec 
Epoch 4 (batch = 56): Loss: 105.386 L: 4.328, 0min0sec 
Epoch 4 (batch = 57): Loss: 103.691 L: 4.307, 0min0sec 
Epoch 4 (batch = 58): Loss: 102.044 L: 4.291, 0min0sec 
Epoch 4 (batch = 59): Loss: 100.859 L: 4.278, 0min2sec 
Epoch 4 (batch = 60): Loss: 99.877 L: 4.256, 0min2sec 
Epoch 4 (batch = 61): Loss: 98.333 L: 4.234, 0min0sec 
Epoch 4 (batch = 62): Loss: 96.857 L: 4.213, 0min0sec 
Epoch 4 (batch = 63): Loss: 95.421 L: 4.193, 0min0sec 
Epoch 4 (batch = 64): Loss: 94.014 L: 4.171, 0min0sec 
Epoch 4 (batch = 65): Loss: 92.656 L: 4.149, 0min0sec 
Epoch 4 (batch = 66): Loss: 91.342 L: 4.132, 0min0sec 
Epoch 4 (batch = 67): Loss: 90.092 L: 4.117, 0min0sec 
Epoch 4 (batch = 68): Loss: 89.785 L: 4.112, 0min2sec 
Epoch 4 (batch = 69): Loss: 90.418 L: 4.120, 0min2sec 
Epoch 4 (batch = 70): Loss: 89.734 L: 4.108, 0min2sec 
Epoch 4 (batch = 71): Loss: 91.409 L: 4.132, 0min2sec 
Epoch 4 (batch = 72): Loss: 94.052 L: 4.174, 0min2sec 
Epoch 4 (batch = 73): Loss: 96.484 L: 4.218, 0min2sec 
Epoch 4 (batch = 74): Loss: 99.984 L: 4.268, 0min2sec 
Epoch 4 (batch = 75): Loss: 102.397 L: 4.319, 0min2sec 
Epoch 4 (batch = 76): Loss: 103.765 L: 4.334, 0min2sec 
Epoch 4 (batch = 77): Loss: 106.073 L: 4.368, 0min2sec 
Epoch 4 (batch = 78): Loss: 107.363 L: 4.384, 0min2sec 
Epoch 4 (batch = 79): Loss: 108.279 L: 4.398, 0min2sec 
Evaluating candidate model on baseline dataset (callback epoch = 4) 
Epoch 4 candidate mean 7.315400123596191, baseline mean 3.078200101852417 
Epoch 5 (batch = 0): Loss: 262.826 L: 6.578, 1min2sec 
Epoch 5 (batch = 1): Loss: 231.662 L: 6.125, 0min2sec 
Epoch 5 (batch = 2): Loss: 165.437 L: 5.151, 0min2sec 
Epoch 5 (batch = 3): Loss: 132.403 L: 4.816, 0min2sec 
Epoch 5 (batch = 4): Loss: 106.716 L: 4.391, 0min0sec 
Epoch 5 (batch = 5): Loss: 89.968 L: 4.167, 0min0sec 
Epoch 5 (batch = 6): Loss: 77.909 L: 4.013, 0min0sec 
Epoch 5 (batch = 7): Loss: 68.820 L: 3.887, 0min0sec 
Epoch 5 (batch = 8): Loss: 61.690 L: 3.790, 0min0sec 
Epoch 5 (batch = 9): Loss: 55.995 L: 3.673, 0min0sec 
Epoch 5 (batch = 10): Loss: 51.246 L: 3.589, 0min0sec 
Epoch 5 (batch = 11): Loss: 47.360 L: 3.517, 0min0sec 
Epoch 5 (batch = 12): Loss: 44.047 L: 3.468, 0min0sec 
Epoch 5 (batch = 13): Loss: 41.270 L: 3.400, 0min0sec 
Epoch 5 (batch = 14): Loss: 38.845 L: 3.377, 0min0sec 
Epoch 5 (batch = 15): Loss: 36.738 L: 3.342, 0min0sec 
Epoch 5 (batch = 16): Loss: 38.555 L: 3.372, 0min2sec 
Epoch 5 (batch = 17): Loss: 40.876 L: 3.400, 0min2sec 
Epoch 5 (batch = 18): Loss: 41.257 L: 3.408, 0min2sec 
Epoch 5 (batch = 19): Loss: 44.979 L: 3.462, 0min2sec 
Epoch 5 (batch = 20): Loss: 47.756 L: 3.511, 0min2sec 
Epoch 5 (batch = 21): Loss: 58.156 L: 3.647, 0min2sec 
Epoch 5 (batch = 22): Loss: 62.598 L: 3.721, 0min2sec 
Epoch 5 (batch = 23): Loss: 71.612 L: 3.848, 0min2sec 
Epoch 5 (batch = 24): Loss: 80.922 L: 3.995, 0min2sec 
Epoch 5 (batch = 25): Loss: 89.818 L: 4.132, 0min2sec 
Epoch 5 (batch = 26): Loss: 99.166 L: 4.286, 0min2sec 
Epoch 5 (batch = 27): Loss: 102.091 L: 4.320, 0min2sec 
Epoch 5 (batch = 28): Loss: 106.802 L: 4.397, 0min2sec 
Epoch 5 (batch = 29): Loss: 114.955 L: 4.529, 0min2sec 
Epoch 5 (batch = 30): Loss: 116.869 L: 4.552, 0min2sec 
Epoch 5 (batch = 31): Loss: 117.915 L: 4.567, 0min2sec 
Epoch 5 (batch = 32): Loss: 122.307 L: 4.635, 0min2sec 
Epoch 5 (batch = 33): Loss: 126.239 L: 4.688, 0min2sec 
Epoch 5 (batch = 34): Loss: 130.959 L: 4.764, 0min2sec 
Epoch 5 (batch = 35): Loss: 130.172 L: 4.755, 0min2sec 
Epoch 5 (batch = 36): Loss: 126.945 L: 4.711, 0min0sec 
Epoch 5 (batch = 37): Loss: 125.385 L: 4.685, 0min2sec 
Epoch 5 (batch = 38): Loss: 123.237 L: 4.650, 0min2sec 
Epoch 5 (batch = 39): Loss: 120.264 L: 4.605, 0min0sec 
Epoch 5 (batch = 40): Loss: 117.413 L: 4.550, 0min0sec 
Epoch 5 (batch = 41): Loss: 114.762 L: 4.510, 0min0sec 
Epoch 5 (batch = 42): Loss: 112.224 L: 4.474, 0min0sec 
Epoch 5 (batch = 43): Loss: 109.815 L: 4.442, 0min0sec 
Epoch 5 (batch = 44): Loss: 107.509 L: 4.407, 0min0sec 
Epoch 5 (batch = 45): Loss: 106.049 L: 4.389, 0min2sec 
Epoch 5 (batch = 46): Loss: 105.408 L: 4.386, 0min2sec 
Epoch 5 (batch = 47): Loss: 103.372 L: 4.364, 0min0sec 
Epoch 5 (batch = 48): Loss: 101.365 L: 4.334, 0min0sec 
Epoch 5 (batch = 49): Loss: 99.453 L: 4.308, 0min0sec 
Epoch 5 (batch = 50): Loss: 97.591 L: 4.277, 0min0sec 
Epoch 5 (batch = 51): Loss: 95.817 L: 4.249, 0min0sec 
Epoch 5 (batch = 52): Loss: 94.085 L: 4.219, 0min0sec 
Epoch 5 (batch = 53): Loss: 92.428 L: 4.195, 0min0sec 
Epoch 5 (batch = 54): Loss: 90.857 L: 4.165, 0min0sec 
Epoch 5 (batch = 55): Loss: 89.958 L: 4.149, 0min2sec 
Epoch 5 (batch = 56): Loss: 88.465 L: 4.127, 0min0sec 
Epoch 5 (batch = 57): Loss: 89.472 L: 4.128, 0min2sec 
Epoch 5 (batch = 58): Loss: 90.222 L: 4.139, 0min2sec 
Epoch 5 (batch = 59): Loss: 91.720 L: 4.163, 0min2sec 
Epoch 5 (batch = 60): Loss: 92.523 L: 4.171, 0min2sec 
Epoch 5 (batch = 61): Loss: 92.822 L: 4.172, 0min2sec 
Epoch 5 (batch = 62): Loss: 92.593 L: 4.161, 0min2sec 
Epoch 5 (batch = 63): Loss: 92.739 L: 4.159, 0min2sec 
Epoch 5 (batch = 64): Loss: 91.804 L: 4.146, 0min2sec 
Epoch 5 (batch = 65): Loss: 90.493 L: 4.127, 0min0sec 
Epoch 5 (batch = 66): Loss: 89.213 L: 4.117, 0min0sec 
Epoch 5 (batch = 67): Loss: 87.947 L: 4.094, 0min0sec 
Epoch 5 (batch = 68): Loss: 86.721 L: 4.072, 0min0sec 
Epoch 5 (batch = 69): Loss: 86.104 L: 4.061, 0min2sec 
Epoch 5 (batch = 70): Loss: 85.458 L: 4.048, 0min2sec 
Epoch 5 (batch = 71): Loss: 84.359 L: 4.032, 0min0sec 
Epoch 5 (batch = 72): Loss: 83.276 L: 4.014, 0min0sec 
Epoch 5 (batch = 73): Loss: 82.205 L: 3.999, 0min0sec 
Epoch 5 (batch = 74): Loss: 81.175 L: 3.981, 0min0sec 
Epoch 5 (batch = 75): Loss: 80.524 L: 3.972, 0min2sec 
Epoch 5 (batch = 76): Loss: 79.537 L: 3.955, 0min0sec 
Epoch 5 (batch = 77): Loss: 79.262 L: 3.955, 0min2sec 
Epoch 5 (batch = 78): Loss: 78.312 L: 3.941, 0min0sec 
Epoch 5 (batch = 79): Loss: 77.388 L: 3.924, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 5) 
Epoch 5 candidate mean 2.90310001373291, baseline mean 3.078200101852417 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 5) 
bl_vals = [2. 4. 3. ... 3. 3. 2.] ,means = 2.829900026321411 
Epoch 6 (batch = 0): Loss: 5.162 L: 2.688, 1min26sec 
Epoch 6 (batch = 1): Loss: 4.890 L: 2.773, 0min0sec 
Epoch 6 (batch = 2): Loss: 4.639 L: 2.776, 0min0sec 
Epoch 6 (batch = 3): Loss: 4.314 L: 2.812, 0min0sec 
Epoch 6 (batch = 4): Loss: 4.411 L: 2.741, 0min0sec 
Epoch 6 (batch = 5): Loss: 4.423 L: 2.768, 0min0sec 
Epoch 6 (batch = 6): Loss: 4.570 L: 2.788, 0min0sec 
Epoch 6 (batch = 7): Loss: 4.726 L: 2.807, 0min0sec 
Epoch 6 (batch = 8): Loss: 4.679 L: 2.795, 0min0sec 
Epoch 6 (batch = 9): Loss: 4.703 L: 2.789, 0min0sec 
Epoch 6 (batch = 10): Loss: 4.700 L: 2.797, 0min0sec 
Epoch 6 (batch = 11): Loss: 4.637 L: 2.781, 0min0sec 
Epoch 6 (batch = 12): Loss: 4.685 L: 2.787, 0min0sec 
Epoch 6 (batch = 13): Loss: 4.652 L: 2.812, 0min0sec 
Epoch 6 (batch = 14): Loss: 4.666 L: 2.803, 0min0sec 
Epoch 6 (batch = 15): Loss: 4.699 L: 2.795, 0min0sec 
Epoch 6 (batch = 16): Loss: 4.704 L: 2.801, 0min0sec 
Epoch 6 (batch = 17): Loss: 4.628 L: 2.792, 0min0sec 
Epoch 6 (batch = 18): Loss: 4.610 L: 2.794, 0min0sec 
Epoch 6 (batch = 19): Loss: 4.609 L: 2.812, 0min0sec 
Epoch 6 (batch = 20): Loss: 4.626 L: 2.807, 0min0sec 
Epoch 6 (batch = 21): Loss: 4.632 L: 2.805, 0min0sec 
Epoch 6 (batch = 22): Loss: 4.627 L: 2.789, 0min0sec 
Epoch 6 (batch = 23): Loss: 4.699 L: 2.812, 0min0sec 
Epoch 6 (batch = 24): Loss: 4.778 L: 2.816, 0min0sec 
Epoch 6 (batch = 25): Loss: 6.244 L: 2.838, 0min2sec 
Epoch 6 (batch = 26): Loss: 7.303 L: 2.861, 0min2sec 
Epoch 6 (batch = 27): Loss: 9.521 L: 2.907, 0min2sec 
Epoch 6 (batch = 28): Loss: 9.493 L: 2.940, 0min0sec 
Epoch 6 (batch = 29): Loss: 11.650 L: 2.971, 0min2sec 
Epoch 6 (batch = 30): Loss: 11.465 L: 2.975, 0min0sec 
Epoch 6 (batch = 31): Loss: 11.317 L: 2.978, 0min0sec 
Epoch 6 (batch = 32): Loss: 12.188 L: 2.992, 0min2sec 
Epoch 6 (batch = 33): Loss: 11.949 L: 2.994, 0min0sec 
Epoch 6 (batch = 34): Loss: 12.743 L: 3.003, 0min2sec 
Epoch 6 (batch = 35): Loss: 12.516 L: 2.993, 0min0sec 
Epoch 6 (batch = 36): Loss: 12.279 L: 2.985, 0min0sec 
Epoch 6 (batch = 37): Loss: 12.085 L: 2.985, 0min0sec 
Epoch 6 (batch = 38): Loss: 11.897 L: 2.986, 0min0sec 
Epoch 6 (batch = 39): Loss: 11.715 L: 2.978, 0min0sec 
Epoch 6 (batch = 40): Loss: 11.539 L: 2.976, 0min0sec 
Epoch 6 (batch = 41): Loss: 12.244 L: 2.988, 0min2sec 
Epoch 6 (batch = 42): Loss: 12.043 L: 2.977, 0min0sec 
Epoch 6 (batch = 43): Loss: 11.903 L: 2.983, 0min0sec 
Epoch 6 (batch = 44): Loss: 13.355 L: 2.997, 0min2sec 
Epoch 6 (batch = 45): Loss: 13.164 L: 2.992, 0min0sec 
Epoch 6 (batch = 46): Loss: 13.718 L: 3.003, 0min2sec 
Epoch 6 (batch = 47): Loss: 15.059 L: 3.013, 0min2sec 
Epoch 6 (batch = 48): Loss: 15.601 L: 3.014, 0min2sec 
Epoch 6 (batch = 49): Loss: 17.174 L: 3.034, 0min2sec 
Epoch 6 (batch = 50): Loss: 18.159 L: 3.047, 0min2sec 
Epoch 6 (batch = 51): Loss: 17.892 L: 3.036, 0min0sec 
Epoch 6 (batch = 52): Loss: 17.639 L: 3.029, 0min0sec 
Epoch 6 (batch = 53): Loss: 17.389 L: 3.023, 0min0sec 
Epoch 6 (batch = 54): Loss: 17.168 L: 3.019, 0min0sec 
Epoch 6 (batch = 55): Loss: 18.061 L: 3.031, 0min2sec 
Epoch 6 (batch = 56): Loss: 18.898 L: 3.044, 0min2sec 
Epoch 6 (batch = 57): Loss: 18.636 L: 3.041, 0min0sec 
Epoch 6 (batch = 58): Loss: 18.419 L: 3.041, 0min0sec 
Epoch 6 (batch = 59): Loss: 18.789 L: 3.048, 0min2sec 
Epoch 6 (batch = 60): Loss: 18.567 L: 3.044, 0min0sec 
Epoch 6 (batch = 61): Loss: 18.336 L: 3.044, 0min0sec 
Epoch 6 (batch = 62): Loss: 18.129 L: 3.041, 0min0sec 
Epoch 6 (batch = 63): Loss: 17.924 L: 3.043, 0min0sec 
Epoch 6 (batch = 64): Loss: 18.278 L: 3.046, 0min2sec 
Epoch 6 (batch = 65): Loss: 18.633 L: 3.048, 0min2sec 
Epoch 6 (batch = 66): Loss: 20.031 L: 3.059, 0min2sec 
Epoch 6 (batch = 67): Loss: 19.790 L: 3.054, 0min0sec 
Epoch 6 (batch = 68): Loss: 20.101 L: 3.056, 0min2sec 
Epoch 6 (batch = 69): Loss: 19.880 L: 3.052, 0min0sec 
Epoch 6 (batch = 70): Loss: 19.658 L: 3.046, 0min0sec 
Epoch 6 (batch = 71): Loss: 19.459 L: 3.040, 0min0sec 
Epoch 6 (batch = 72): Loss: 19.251 L: 3.035, 0min0sec 
Epoch 6 (batch = 73): Loss: 19.055 L: 3.035, 0min0sec 
Epoch 6 (batch = 74): Loss: 18.875 L: 3.035, 0min0sec 
Epoch 6 (batch = 75): Loss: 19.168 L: 3.042, 0min2sec 
Epoch 6 (batch = 76): Loss: 18.979 L: 3.041, 0min0sec 
Epoch 6 (batch = 77): Loss: 18.810 L: 3.041, 0min0sec 
Epoch 6 (batch = 78): Loss: 18.656 L: 3.042, 0min0sec 
Epoch 6 (batch = 79): Loss: 18.947 L: 3.051, 0min2sec 
Evaluating candidate model on baseline dataset (callback epoch = 6) 
Epoch 6 candidate mean 3.0469000339508057, baseline mean 2.829900026321411 
Epoch 7 (batch = 0): Loss: 4.770 L: 2.797, 0min55sec 
Epoch 7 (batch = 1): Loss: 18.661 L: 3.180, 0min2sec 
Epoch 7 (batch = 2): Loss: 26.012 L: 3.167, 0min2sec 
Epoch 7 (batch = 3): Loss: 20.496 L: 3.031, 0min0sec 
Epoch 7 (batch = 4): Loss: 17.442 L: 2.962, 0min0sec 
Epoch 7 (batch = 5): Loss: 15.480 L: 2.896, 0min0sec 
Epoch 7 (batch = 6): Loss: 13.854 L: 2.839, 0min0sec 
Epoch 7 (batch = 7): Loss: 17.471 L: 2.867, 0min2sec 
Epoch 7 (batch = 8): Loss: 20.109 L: 2.941, 0min2sec 
Epoch 7 (batch = 9): Loss: 34.228 L: 3.177, 0min2sec 
Epoch 7 (batch = 10): Loss: 41.164 L: 3.270, 0min2sec 
Epoch 7 (batch = 11): Loss: 41.276 L: 3.267, 0min2sec 
Epoch 7 (batch = 12): Loss: 38.491 L: 3.245, 0min0sec 
Epoch 7 (batch = 13): Loss: 36.041 L: 3.220, 0min0sec 
Epoch 7 (batch = 14): Loss: 33.912 L: 3.177, 0min0sec 
Epoch 7 (batch = 15): Loss: 32.115 L: 3.150, 0min0sec 
Epoch 7 (batch = 16): Loss: 30.414 L: 3.098, 0min0sec 
Epoch 7 (batch = 17): Loss: 28.994 L: 3.076, 0min0sec 
Epoch 7 (batch = 18): Loss: 27.651 L: 3.060, 0min0sec 
Epoch 7 (batch = 19): Loss: 26.498 L: 3.051, 0min0sec 
Epoch 7 (batch = 20): Loss: 25.464 L: 3.041, 0min0sec 
Epoch 7 (batch = 21): Loss: 24.515 L: 3.036, 0min0sec 
Epoch 7 (batch = 22): Loss: 23.613 L: 3.020, 0min0sec 
Epoch 7 (batch = 23): Loss: 22.857 L: 3.017, 0min0sec 
Epoch 7 (batch = 24): Loss: 22.092 L: 3.004, 0min0sec 
Epoch 7 (batch = 25): Loss: 21.422 L: 2.996, 0min0sec 
Epoch 7 (batch = 26): Loss: 21.786 L: 3.006, 0min2sec 
Epoch 7 (batch = 27): Loss: 21.101 L: 3.003, 0min0sec 
Epoch 7 (batch = 28): Loss: 20.486 L: 2.995, 0min0sec 
Epoch 7 (batch = 29): Loss: 20.006 L: 2.985, 0min0sec 
Epoch 7 (batch = 30): Loss: 20.747 L: 2.992, 0min2sec 
Epoch 7 (batch = 31): Loss: 20.254 L: 2.993, 0min0sec 
Epoch 7 (batch = 32): Loss: 19.775 L: 2.976, 0min0sec 
Epoch 7 (batch = 33): Loss: 19.353 L: 2.964, 0min0sec 
Epoch 7 (batch = 34): Loss: 19.752 L: 2.980, 0min2sec 
Epoch 7 (batch = 35): Loss: 20.333 L: 2.989, 0min2sec 
Epoch 7 (batch = 36): Loss: 23.060 L: 3.030, 0min2sec 
Epoch 7 (batch = 37): Loss: 28.927 L: 3.126, 0min2sec 
Epoch 7 (batch = 38): Loss: 28.423 L: 3.122, 0min0sec 
Epoch 7 (batch = 39): Loss: 33.353 L: 3.210, 0min2sec 
Epoch 7 (batch = 40): Loss: 37.630 L: 3.293, 0min2sec 
Epoch 7 (batch = 41): Loss: 43.063 L: 3.369, 0min2sec 
Epoch 7 (batch = 42): Loss: 49.244 L: 3.485, 0min2sec 
Epoch 7 (batch = 43): Loss: 50.664 L: 3.500, 0min2sec 
Epoch 7 (batch = 44): Loss: 54.159 L: 3.545, 0min2sec 
Epoch 7 (batch = 45): Loss: 55.259 L: 3.562, 0min2sec 
Epoch 7 (batch = 46): Loss: 59.143 L: 3.632, 0min2sec 
Epoch 7 (batch = 47): Loss: 62.759 L: 3.692, 0min2sec 
Epoch 7 (batch = 48): Loss: 65.118 L: 3.728, 0min2sec 
Epoch 7 (batch = 49): Loss: 67.314 L: 3.760, 0min2sec 
Epoch 7 (batch = 50): Loss: 68.132 L: 3.780, 0min2sec 
Epoch 7 (batch = 51): Loss: 69.376 L: 3.805, 0min2sec 
Epoch 7 (batch = 52): Loss: 70.831 L: 3.824, 0min2sec 
Epoch 7 (batch = 53): Loss: 71.557 L: 3.839, 0min2sec 
Epoch 7 (batch = 54): Loss: 70.440 L: 3.832, 0min0sec 
Epoch 7 (batch = 55): Loss: 69.971 L: 3.829, 0min2sec 
Epoch 7 (batch = 56): Loss: 69.473 L: 3.819, 0min2sec 
Epoch 7 (batch = 57): Loss: 68.360 L: 3.802, 0min0sec 
Epoch 7 (batch = 58): Loss: 67.896 L: 3.798, 0min2sec 
Epoch 7 (batch = 59): Loss: 66.852 L: 3.786, 0min0sec 
Epoch 7 (batch = 60): Loss: 65.841 L: 3.772, 0min0sec 
Epoch 7 (batch = 61): Loss: 64.854 L: 3.756, 0min0sec 
Epoch 7 (batch = 62): Loss: 63.903 L: 3.742, 0min0sec 
Epoch 7 (batch = 63): Loss: 62.977 L: 3.728, 0min0sec 
Epoch 7 (batch = 64): Loss: 62.067 L: 3.712, 0min0sec 
Epoch 7 (batch = 65): Loss: 61.198 L: 3.696, 0min0sec 
Epoch 7 (batch = 66): Loss: 60.360 L: 3.682, 0min0sec 
Epoch 7 (batch = 67): Loss: 59.539 L: 3.666, 0min0sec 
Epoch 7 (batch = 68): Loss: 58.730 L: 3.654, 0min0sec 
Epoch 7 (batch = 69): Loss: 57.957 L: 3.646, 0min0sec 
Epoch 7 (batch = 70): Loss: 57.197 L: 3.637, 0min0sec 
Epoch 7 (batch = 71): Loss: 56.446 L: 3.625, 0min0sec 
Epoch 7 (batch = 72): Loss: 55.747 L: 3.616, 0min0sec 
Epoch 7 (batch = 73): Loss: 55.051 L: 3.604, 0min0sec 
Epoch 7 (batch = 74): Loss: 54.742 L: 3.595, 0min2sec 
Epoch 7 (batch = 75): Loss: 54.076 L: 3.584, 0min0sec 
Epoch 7 (batch = 76): Loss: 53.829 L: 3.583, 0min2sec 
Epoch 7 (batch = 77): Loss: 53.203 L: 3.569, 0min0sec 
Epoch 7 (batch = 78): Loss: 52.596 L: 3.559, 0min0sec 
Epoch 7 (batch = 79): Loss: 52.013 L: 3.549, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 7) 
Epoch 7 candidate mean 3.288800001144409, baseline mean 2.829900026321411 
