240118_23_51
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [ 3. 45. 45. ... 45. 45. 45.] ,means = 41.98929977416992 
Epoch 6 (batch = 43): Loss: -0.625 L: 5.538, 0min0sec 
Epoch 6 (batch = 44): Loss: -0.609 L: 5.535, 0min0sec 
Epoch 6 (batch = 45): Loss: -0.613 L: 5.535, 0min0sec 
Epoch 6 (batch = 46): Loss: -0.608 L: 5.539, 0min0sec 
Epoch 6 (batch = 47): Loss: -0.608 L: 5.550, 0min0sec 
Epoch 6 (batch = 48): Loss: -0.619 L: 5.550, 0min0sec 
Epoch 6 (batch = 49): Loss: -0.614 L: 5.554, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 6) 
Epoch 6 candidate mean 5.690199851989746, baseline mean 5.59630012512207 
Epoch 7 (batch = 0): Loss: 0.345 L: 5.312, 0min2sec 
Epoch 7 (batch = 1): Loss: -0.217 L: 5.359, 0min0sec 
Epoch 7 (batch = 2): Loss: -0.076 L: 5.448, 0min1sec 
Epoch 7 (batch = 3): Loss: 1.083 L: 5.402, 0min0sec 
Epoch 7 (batch = 4): Loss: 0.128 L: 5.456, 0min1sec 
Epoch 7 (batch = 5): Loss: 0.039 L: 5.430, 0min0sec 
Epoch 7 (batch = 6): Loss: 0.099 L: 5.446, 0min0sec 
Epoch 7 (batch = 7): Loss: -0.008 L: 5.467, 0min0sec 
Epoch 7 (batch = 8): Loss: -0.178 L: 5.484, 0min0sec 
Epoch 7 (batch = 9): Loss: -0.189 L: 5.459, 0min0sec 
Epoch 7 (batch = 10): Loss: -0.213 L: 5.450, 0min0sec 
Epoch 7 (batch = 11): Loss: -0.257 L: 5.456, 0min0sec 
Epoch 7 (batch = 12): Loss: -0.217 L: 5.415, 0min0sec 
Epoch 7 (batch = 13): Loss: -0.213 L: 5.405, 0min0sec 
Epoch 7 (batch = 14): Loss: -0.189 L: 5.419, 0min0sec 
Epoch 7 (batch = 15): Loss: -0.184 L: 5.386, 0min0sec 
Epoch 7 (batch = 16): Loss: -0.216 L: 5.392, 0min0sec 
Epoch 7 (batch = 17): Loss: -0.217 L: 5.403, 0min0sec 
Epoch 7 (batch = 18): Loss: -0.145 L: 5.403, 0min0sec 
Epoch 7 (batch = 19): Loss: 0.023 L: 5.389, 0min0sec 
Epoch 7 (batch = 20): Loss: 0.173 L: 5.389, 0min0sec 
Epoch 7 (batch = 21): Loss: 0.227 L: 5.392, 0min0sec 
Epoch 7 (batch = 22): Loss: 0.216 L: 5.410, 0min0sec 
Epoch 7 (batch = 23): Loss: 0.270 L: 5.428, 0min0sec 
Epoch 7 (batch = 24): Loss: 0.274 L: 5.415, 0min0sec 
Epoch 7 (batch = 25): Loss: 0.236 L: 5.413, 0min0sec 
Epoch 7 (batch = 26): Loss: 0.291 L: 5.404, 0min0sec 
Epoch 7 (batch = 27): Loss: 0.319 L: 5.408, 0min0sec 
Epoch 7 (batch = 28): Loss: 0.533 L: 5.406, 0min0sec 
Epoch 7 (batch = 29): Loss: 0.517 L: 5.407, 0min0sec 
Epoch 7 (batch = 30): Loss: 0.484 L: 5.441, 0min1sec 
Epoch 7 (batch = 31): Loss: 0.465 L: 5.451, 0min0sec 
Epoch 7 (batch = 32): Loss: 0.459 L: 5.443, 0min0sec 
Epoch 7 (batch = 33): Loss: 0.423 L: 5.462, 0min0sec 
Epoch 7 (batch = 34): Loss: 0.402 L: 5.465, 0min0sec 
Epoch 7 (batch = 35): Loss: 0.367 L: 5.496, 0min1sec 
Epoch 7 (batch = 36): Loss: 0.357 L: 5.496, 0min0sec 
Epoch 7 (batch = 37): Loss: 0.359 L: 5.493, 0min0sec 
Epoch 7 (batch = 38): Loss: 0.341 L: 5.481, 0min0sec 
Epoch 7 (batch = 39): Loss: 0.290 L: 5.493, 0min0sec 
Epoch 7 (batch = 40): Loss: 0.273 L: 5.505, 0min0sec 
Epoch 7 (batch = 41): Loss: 0.250 L: 5.506, 0min0sec 
Epoch 7 (batch = 42): Loss: 0.248 L: 5.500, 0min0sec 
Epoch 7 (batch = 43): Loss: 0.237 L: 5.495, 0min0sec 
Epoch 7 (batch = 44): Loss: 0.223 L: 5.495, 0min0sec 
Epoch 7 (batch = 45): Loss: 0.213 L: 5.497, 0min0sec 
Epoch 7 (batch = 46): Loss: 0.199 L: 5.498, 0min0sec 
Epoch 7 (batch = 47): Loss: 0.195 L: 5.501, 0min0sec 
Epoch 7 (batch = 48): Loss: 0.147 L: 5.500, 0min0sec 
Epoch 7 (batch = 49): Loss: 0.164 L: 5.497, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 7) 
Epoch 7 candidate mean 5.424600124359131, baseline mean 5.59630012512207 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 7) 
bl_vals = [2. 7. 6. ... 6. 4. 8.] ,means = 5.324100017547607 
Epoch 8 (batch = 0): Loss: -0.013 L: 5.188, 0min4sec 
Epoch 8 (batch = 1): Loss: -0.000 L: 5.219, 0min0sec 
Epoch 8 (batch = 2): Loss: 0.016 L: 5.240, 0min0sec 
Epoch 8 (batch = 3): Loss: 0.017 L: 5.281, 0min0sec 
Epoch 8 (batch = 4): Loss: -0.048 L: 5.300, 0min0sec 
Epoch 8 (batch = 5): Loss: -0.048 L: 5.271, 0min0sec 
Epoch 8 (batch = 6): Loss: -0.052 L: 5.301, 0min0sec 
Epoch 8 (batch = 7): Loss: -0.090 L: 5.273, 0min0sec 
Epoch 8 (batch = 8): Loss: -0.128 L: 5.295, 0min0sec 
Epoch 8 (batch = 9): Loss: -0.142 L: 5.303, 0min0sec 
Epoch 8 (batch = 10): Loss: -0.137 L: 5.287, 0min0sec 
Epoch 8 (batch = 11): Loss: -0.114 L: 5.263, 0min0sec 
Epoch 8 (batch = 12): Loss: -0.121 L: 5.286, 0min0sec 
Epoch 8 (batch = 13): Loss: -0.161 L: 5.291, 0min0sec 
Epoch 8 (batch = 14): Loss: -0.145 L: 5.269, 0min0sec 
Epoch 8 (batch = 15): Loss: -0.155 L: 5.258, 0min0sec 
Epoch 8 (batch = 16): Loss: -0.173 L: 5.241, 0min0sec 
Epoch 8 (batch = 17): Loss: -0.175 L: 5.240, 0min0sec 
Epoch 8 (batch = 18): Loss: -0.183 L: 5.266, 0min0sec 
Epoch 8 (batch = 19): Loss: -0.171 L: 5.259, 0min0sec 
Epoch 8 (batch = 20): Loss: -0.177 L: 5.254, 0min0sec 
Epoch 8 (batch = 21): Loss: -0.186 L: 5.263, 0min0sec 
Epoch 8 (batch = 22): Loss: -0.195 L: 5.270, 0min0sec 
Epoch 8 (batch = 23): Loss: -0.218 L: 5.283, 0min0sec 
Epoch 8 (batch = 24): Loss: -0.215 L: 5.272, 0min0sec 
Epoch 8 (batch = 25): Loss: -0.258 L: 5.293, 0min1sec 
Epoch 8 (batch = 26): Loss: 0.092 L: 5.299, 0min0sec 
Epoch 8 (batch = 27): Loss: 0.002 L: 5.343, 0min1sec 
Epoch 8 (batch = 28): Loss: 0.017 L: 5.345, 0min0sec 
Epoch 8 (batch = 29): Loss: 0.009 L: 5.336, 0min0sec 
Epoch 8 (batch = 30): Loss: -0.015 L: 5.347, 0min0sec 
Epoch 8 (batch = 31): Loss: -0.083 L: 5.370, 0min0sec 
Epoch 8 (batch = 32): Loss: -0.065 L: 5.379, 0min0sec 
Epoch 8 (batch = 33): Loss: -0.056 L: 5.377, 0min0sec 
Epoch 8 (batch = 34): Loss: 0.032 L: 5.379, 0min0sec 
Epoch 8 (batch = 35): Loss: 0.095 L: 5.379, 0min0sec 
Epoch 8 (batch = 36): Loss: 0.076 L: 5.396, 0min0sec 
Epoch 8 (batch = 37): Loss: 0.074 L: 5.391, 0min0sec 
Epoch 8 (batch = 38): Loss: 0.140 L: 5.387, 0min0sec 
Epoch 8 (batch = 39): Loss: 0.125 L: 5.398, 0min0sec 
Epoch 8 (batch = 40): Loss: 0.124 L: 5.389, 0min0sec 
Epoch 8 (batch = 41): Loss: 0.114 L: 5.396, 0min0sec 
Epoch 8 (batch = 42): Loss: 0.106 L: 5.370, 0min0sec 
Epoch 8 (batch = 43): Loss: 0.102 L: 5.369, 0min0sec 
Epoch 8 (batch = 44): Loss: 0.101 L: 5.369, 0min0sec 
Epoch 8 (batch = 45): Loss: 0.092 L: 5.364, 0min0sec 
Epoch 8 (batch = 46): Loss: 0.091 L: 5.361, 0min0sec 
Epoch 8 (batch = 47): Loss: 0.094 L: 5.361, 0min0sec 
Epoch 8 (batch = 48): Loss: 0.096 L: 5.356, 0min0sec 
Epoch 8 (batch = 49): Loss: 0.088 L: 5.356, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 8) 
Epoch 8 candidate mean 5.37939977645874, baseline mean 5.324100017547607 
Epoch 9 (batch = 0): Loss: 0.011 L: 5.219, 0min1sec 
Epoch 9 (batch = 1): Loss: -0.160 L: 5.086, 0min0sec 
Epoch 9 (batch = 2): Loss: -0.131 L: 5.104, 0min0sec 
Epoch 9 (batch = 3): Loss: -0.027 L: 5.148, 0min0sec 
Epoch 9 (batch = 4): Loss: -0.066 L: 5.144, 0min0sec 
Epoch 9 (batch = 5): Loss: -0.065 L: 5.188, 0min0sec 
Epoch 9 (batch = 6): Loss: -0.038 L: 5.192, 0min0sec 
Epoch 9 (batch = 7): Loss: -0.027 L: 5.207, 0min0sec 
Epoch 9 (batch = 8): Loss: -0.074 L: 5.215, 0min0sec 
Epoch 9 (batch = 9): Loss: -0.058 L: 5.233, 0min0sec 
Epoch 9 (batch = 10): Loss: -0.089 L: 5.243, 0min0sec 
Epoch 9 (batch = 11): Loss: -0.157 L: 5.286, 0min0sec 
Epoch 9 (batch = 12): Loss: -0.140 L: 5.238, 0min0sec 
Epoch 9 (batch = 13): Loss: -0.125 L: 5.221, 0min0sec 
Epoch 9 (batch = 14): Loss: -0.100 L: 5.254, 0min0sec 
Epoch 9 (batch = 15): Loss: -0.064 L: 5.267, 0min0sec 
Epoch 9 (batch = 16): Loss: -0.067 L: 5.280, 0min0sec 
Epoch 9 (batch = 17): Loss: -0.049 L: 5.300, 0min0sec 
Epoch 9 (batch = 18): Loss: -0.254 L: 5.338, 0min1sec 
Epoch 9 (batch = 19): Loss: 0.066 L: 5.348, 0min0sec 
Epoch 9 (batch = 20): Loss: 0.099 L: 5.368, 0min0sec 
Epoch 9 (batch = 21): Loss: 0.090 L: 5.371, 0min0sec 
Epoch 9 (batch = 22): Loss: 0.095 L: 5.380, 0min0sec 
Epoch 9 (batch = 23): Loss: 0.086 L: 5.393, 0min0sec 
Epoch 9 (batch = 24): Loss: 0.073 L: 5.416, 0min0sec 
Epoch 9 (batch = 25): Loss: 0.075 L: 5.406, 0min0sec 
Epoch 9 (batch = 26): Loss: 0.076 L: 5.399, 0min0sec 
Epoch 9 (batch = 27): Loss: 0.056 L: 5.397, 0min0sec 
Epoch 9 (batch = 28): Loss: 0.055 L: 5.386, 0min0sec 
Epoch 9 (batch = 29): Loss: 0.005 L: 5.399, 0min0sec 
Epoch 9 (batch = 30): Loss: 0.007 L: 5.405, 0min0sec 
Epoch 9 (batch = 31): Loss: 0.006 L: 5.407, 0min0sec 
Epoch 9 (batch = 32): Loss: 0.013 L: 5.390, 0min0sec 
Epoch 9 (batch = 33): Loss: 0.016 L: 5.384, 0min0sec 
Epoch 9 (batch = 34): Loss: 0.017 L: 5.399, 0min0sec 
Epoch 9 (batch = 35): Loss: 0.017 L: 5.396, 0min0sec 
Epoch 9 (batch = 36): Loss: 0.024 L: 5.403, 0min0sec 
Epoch 9 (batch = 37): Loss: 0.017 L: 5.396, 0min0sec 
Epoch 9 (batch = 38): Loss: 0.010 L: 5.397, 0min0sec 
Epoch 9 (batch = 39): Loss: 0.028 L: 5.393, 0min0sec 
Epoch 9 (batch = 40): Loss: 0.028 L: 5.396, 0min0sec 
Epoch 9 (batch = 41): Loss: 0.015 L: 5.402, 0min0sec 
Epoch 9 (batch = 42): Loss: 0.064 L: 5.398, 0min0sec 
Epoch 9 (batch = 43): Loss: 0.064 L: 5.391, 0min0sec 
Epoch 9 (batch = 44): Loss: 0.063 L: 5.388, 0min0sec 
Epoch 9 (batch = 45): Loss: 0.054 L: 5.390, 0min0sec 
Epoch 9 (batch = 46): Loss: 0.053 L: 5.396, 0min0sec 
Epoch 9 (batch = 47): Loss: 0.043 L: 5.396, 0min0sec 
Epoch 9 (batch = 48): Loss: 0.037 L: 5.399, 0min0sec 
Epoch 9 (batch = 49): Loss: 0.039 L: 5.396, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 9) 
Epoch 9 candidate mean 5.670100212097168, baseline mean 5.324100017547607 
